Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1998:Q2,GenX,2273903,1006964,656685,350280,1266938,140749,10883,34676,22116,12560,33610,33093,517,383186,69742,16129,236616,90415,215576,35356,894413,892368,513018,371696,2067,5588,2046,1379489,20805492
1998:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q3,Silent,23484131,6170469,4940092,1230378,17313662,1971944,585912,1339464,904116,435347,517957,444078,73878,4565385,241748,402031,807681,4363898,2370247,147395,1574266,1567931,1031386,327575,9506,199464,6335,21909865,38968169
1998:Q3,BabyBoom,15269554,5514022,4293857,1220165,9755531,857838,270523,406430,268685,137745,83401,72534,10868,2319980,393934,294218,1295300,1909549,1761940,162417,3208982,3198445,2382829,684484,21998,109133,10538,12060572,42329502
1998:Q3,GenX,2153521,1081495,735308,346186,1072027,143062,19227,34538,21642,12896,36793,36190,603,249933,69191,12766,135549,103265,231335,36368,940890,939012,541941,388659,2255,6158,1878,1212632,21251148
1998:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q4,Silent,24058502,6256367,5041415,1214952,17802135,2007585,610343,1256955,876808,380147,517801,443486,74316,5071261,250577,389552,840582,4328917,2383179,145382,1576148,1570289,1028144,326422,11637,204086,5859,22482354,38702219
1998:Q4,BabyBoom,16418604,5612739,4363281,1249458,10805865,909017,298351,406145,283114,123031,78345,66220,12125,2905785,404633,342775,1455701,2065516,1775779,163818,3292803,3282697,2443151,708832,24548,106165,10107,13125801,42440906
1998:Q4,GenX,2590120,1157465,788112,369353,1432655,165323,24900,34064,23020,11045,36568,36085,483,436135,79516,18525,263819,106800,229511,37493,994733,993083,577294,406018,3141,6630,1650,1595387,21692690
1998:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q1,Silent,23982739,6274498,5060074,1214423,17708241,2001788,635040,1226226,809345,416881,517677,442710,74967,5045166,252689,378939,850167,4292828,2364606,143114,1564484,1558209,1020696,317295,11314,208904,6275,22418255,38419374
1999:Q1,BabyBoom,16769268,5740098,4472677,1267421,11029170,900103,325599,398019,269875,128145,75264,61872,13392,2942957,407654,363530,1494161,2196982,1759716,165184,3353461,3343020,2500025,714919,22431,105645,10441,13415807,42568958
1999:Q1,GenX,2713567,1236011,856586,379426,1477556,161974,30368,37627,25304,12323,36159,35822,337,451503,86583,18856,289475,109552,216885,38574,1029459,1027281,606916,410184,3125,7057,2177,1684109,22130327
1999:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q2,Silent,24253588,6364937,5156397,1208540,17888651,1991752,635204,1149841,756611,393230,516905,441670,75235,5305760,257174,367179,865638,4256283,2401753,141162,1562825,1556582,1015086,313387,12344,215764,6243,22690763,38123269
1999:Q2,BabyBoom,17501230,5902801,4606428,1296372,11598430,885143,313288,384047,263342,120706,76174,61539,14635,3258824,413949,397819,1560820,2338852,1802615,166900,3456847,3446450,2567067,734390,22760,122233,10398,14044383,42709873
1999:Q2,GenX,2935554,1300591,900659,399932,1634963,155481,22934,38304,26721,11584,35487,35248,239,552161,95270,21894,337058,112607,223964,39804,1078391,1076055,641538,423804,3650,7063,2336,1857164,22564237
1999:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q3,Silent,24062171,6419372,5202944,1216428,17642799,1999566,651700,1103467,722894,380573,515952,440121,75831,5065268,255641,358693,857192,4218531,2475062,141727,1564499,1558305,1015761,311362,10803,220379,6194,22497672,37817540
1999:Q3,BabyBoom,17730620,6093190,4772204,1320986,11637430,898052,328319,381977,265973,116004,99587,83683,15903,3089943,412916,393276,1522475,2455330,1885041,170515,3544602,3534260,2634638,759453,19000,121168,10341,14186018,42859863
1999:Q3,GenX,2971426,1391311,978023,413288,1580115,160953,24321,38896,27655,11241,33154,33054,100,504013,100886,16979,299701,114782,244445,41985,1145113,1142628,690859,441079,3158,7531,2485,1826313,22994598
1999:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q4,Silent,24757159,6470347,5261587,1208760,18286812,2023752,688222,955919,738317,217602,517247,441044,76203,5755626,271233,343108,886085,4182196,2494134,169290,1572319,1565917,1016034,309491,10688,229703,6403,23184840,37505821
1999:Q4,BabyBoom,19172818,6233618,4884548,1349070,12939199,937521,375126,371544,297850,73695,146611,129457,17154,3815784,434182,470123,1649528,2630903,1913313,194564,3635114,3624585,2665538,786026,17727,155294,10529,15537704,43015141
1999:Q4,GenX,3451630,1483133,1049870,433263,1968497,178432,36265,33938,28269,5669,29456,29456,0,731250,116538,28888,394633,118923,246079,54096,1214015,1211145,742691,458104,3234,7117,2869,2237616,23421587
1999:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q1,Silent,24954991,6592592,5377878,1214714,18362399,2036755,715180,849079,673959,175120,516142,441028,75114,5948604,274506,330955,899060,4144938,2478176,169005,1570521,1564448,1013979,300279,11581,238608,6073,23384470,37191747
2000:Q1,BabyBoom,19930354,6474899,5094600,1380299,13455455,960171,406018,337166,277025,60141,154690,136436,18255,4064583,439886,507413,1706896,2775095,1905669,197868,3686207,3675997,2680151,793420,17995,184431,10209,16244147,43171921
2000:Q1,GenX,3681835,1571026,1118120,452907,2110808,188465,42909,33492,29137,4355,28564,28488,76,812688,125529,32724,433352,121987,234798,56300,1265486,1262710,792082,460065,3718,6844,2776,2416349,23845383
2000:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q2,Silent,24794067,6716758,5498877,1217881,18077309,2036513,711449,824545,630755,193790,513073,439069,74004,5680826,272800,321642,894044,4107148,2545573,169696,1569633,1563562,1014046,298822,10604,240090,6071,23224434,36878955
2000:Q2,BabyBoom,20172884,6745047,5332535,1412512,13427837,961560,391052,331805,268149,63655,138605,119288,19317,3872317,439001,517033,1688861,2898746,1986877,201981,3748847,3738650,2736707,823101,15677,163165,10198,16424037,43326417
2000:Q2,GenX,3739250,1682482,1208167,474315,2056768,188669,34244,34666,29581,5084,29165,28996,169,757981,131851,30671,411593,124304,254699,58924,1341474,1338491,847343,479848,3446,7855,2982,2397777,24266162
2000:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q3,Silent,24811258,6792674,5566104,1226570,18018584,2037161,732691,795978,596270,199708,512623,439742,72881,5596458,273945,310656,897049,4070322,2621101,170601,1574056,1568104,1014570,299791,8643,245100,5952,23237202,36571079
2000:Q3,BabyBoom,20732971,7009625,5573942,1435683,13723346,963723,414012,327161,263108,64053,154499,134160,20339,3853608,441860,545388,1705277,3033993,2077541,206284,3839626,3829557,2790215,861271,12244,165827,10070,16893344,43474840
2000:Q3,GenX,3891026,1787220,1301298,485922,2103806,189128,38245,35268,29867,5401,27792,27522,269,756782,140046,32640,417349,127006,277858,61693,1425815,1422733,905660,506011,2786,8276,3081,2465212,24684104
2000:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q4,Silent,24456480,6917587,5696603,1220984,17538893,2063948,766872,856575,627950,228625,517504,445690,71813,5024572,271878,303418,880341,4033371,2651751,168663,1570636,1564478,1008274,301699,10741,243764,6158,22885844,36271754
2000:Q4,BabyBoom,20735276,7240117,5771002,1469115,13495159,1008981,456059,371684,300542,71142,204756,183428,21327,3360389,440144,538195,1640891,3144987,2120786,208288,3896901,3886641,2848863,903364,14171,120243,10260,16838375,43613406
2000:Q4,GenX,3814101,1878148,1366492,511657,1935953,210329,48787,37604,31086,6517,24533,24166,367,606147,146475,26810,358575,128803,284489,63401,1501546,1498051,948090,536204,3754,10002,3495,2312555,25099384
2000:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q1,Silent,24243401,7160606,5942806,1217801,17082795,2117324,816891,816376,520746,295630,515487,443139,72348,4565269,274109,295820,849053,3998639,2665208,168619,1552037,1546220,1001067,293564,6503,245086,5816,22691364,35984617
2001:Q1,BabyBoom,20888241,7638058,6141160,1496898,13250183,1098939,519502,332970,244148,88822,190355,167831,22524,2971914,444150,536733,1520348,3278615,2144913,211744,3922473,3912578,2900259,914136,8339,89844,9895,16965768,43738326
2001:Q1,GenX,3772999,1985818,1453769,532049,1787180,253923,66582,38693,29636,9057,24706,24451,255,487688,155693,22145,255993,131425,284457,65876,1547255,1543876,988299,542024,2162,11391,3379,2225743,25512182
2001:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q2,Silent,24587497,7240482,6024889,1215593,17347015,2126677,820691,764400,463167,301233,516414,443661,72753,4815203,281395,285610,862899,3988590,2711673,173463,1550140,1544475,1000503,289665,4174,250133,5665,23037357,35713301
2001:Q2,BabyBoom,21711517,7882330,6364934,1517395,13829187,1113981,516874,309966,220087,89879,195647,171960,23687,3265720,455143,565120,1579196,3404892,2203543,219104,4047540,4037829,3005540,935703,5129,91457,9711,17663977,43845815
2001:Q2,GenX,4050915,2081347,1535541,545806,1969568,261730,62209,37850,28425,9425,23798,23635,162,584964,168277,24101,295785,143588,296888,70378,1619580,1616136,1043975,558881,1377,11903,3444,2431334,25922675
2001:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q3,Silent,24068228,7281516,6064826,1216690,16786712,2143147,848179,826255,535861,290394,532428,459211,73217,4155273,273647,278228,828360,3979597,2741945,179653,1567678,1561842,1009582,283819,7065,261376,5836,22500550,35461444
2001:Q3,BabyBoom,21580046,8135652,6603066,1532586,13444394,1140294,547233,366080,279597,86484,276242,251400,24841,2677562,443984,567321,1449963,3505282,2243048,227386,4163153,4153321,3047107,953853,8044,144317,9831,17416893,43932085
2001:Q3,GenX,3901735,2179489,1624165,555324,1722246,275630,69098,40701,31518,9182,19081,19018,64,403782,171517,20182,188747,155081,302896,75530,1719554,1715706,1132077,570103,2557,10969,3848,2182181,26331041
2001:Q3,Millennial,25752,18001,11241,6760,7750,1235,0,0,0,0,0,0,0,267,4419,0,69,0,811,949,15491,15393,8785,6576,0,32,98,10261,771266
2001:Q4,Silent,24530558,7391875,6167008,1224867,17138683,2169420,863683,769921,485359,284562,526823,453391,73433,4534346,293717,277226,832323,4016285,2672943,181995,1538801,1532815,984659,297659,1529,248968,5986,22991757,35231549
2001:Q4,BabyBoom,22448155,8327100,6770397,1556703,14121055,1178472,589975,331780,239132,92648,236048,210172,25876,3123786,453414,585765,1542220,3591087,2258141,230366,4273429,4263715,3188946,975934,1694,97142,9714,18174726,43994523
2001:Q4,GenX,4213164,2271582,1698168,573414,1941581,292603,84505,38996,29674,9322,22051,21952,99,525679,172028,21436,237080,161089,308640,77473,1758541,1754895,1133075,608670,463,12686,3647,2454623,26737207
2001:Q4,Millennial,35321,24194,14879,9315,11126,1784,113,293,191,103,0,0,0,1566,5158,1,479,0,541,1191,14786,14668,5104,9565,0,0,117,20535,988997
2002:Q1,Silent,24602155,7481269,6256706,1224563,17120886,2200784,843216,735066,471297,263769,528382,454260,74123,4508259,312398,278859,833713,4053220,2642596,184392,1536432,1530139,987981,298992,438,242728,6293,23065724,35021609
2002:Q1,BabyBoom,22912453,8538134,6964510,1573625,14374319,1222744,581690,318593,224876,93718,221536,194554,26982,3178928,461112,579519,1621483,3641693,2313779,233240,4305102,4295337,3230730,962286,463,101858,9765,18607351,44035211
2002:Q1,GenX,4396295,2375036,1787107,587929,2021259,313243,82713,37809,28947,8861,23821,23750,71,523001,171809,16934,276630,165863,330017,79422,1848504,1844899,1220744,611109,122,12923,3605,2547791,27140105
2002:Q1,Millennial,45905,31676,19499,12177,14230,2534,225,711,341,370,1,0,1,1775,5781,0,963,0,804,1436,20617,20483,9355,11129,0,0,133,25289,1219053
2002:Q2,Silent,24365455,7553367,6325137,1228230,16812088,2206877,815816,819742,483384,336358,528715,454346,74369,4136423,326743,281098,793555,4091308,2621617,190194,1537188,1530728,994109,306334,-4525,234810,6460,22828267,34828483
2002:Q2,BabyBoom,22799056,8725063,7131310,1593752,14073994,1222378,563396,350931,226987,123944,186479,158492,27987,2884897,462251,569247,1536730,3680875,2377893,238918,4363310,4353652,3302138,967190,-4672,88995,9658,18435747,44057400
2002:Q2,GenX,4341340,2507120,1901693,605428,1834220,311396,77630,41348,29214,12134,27024,26913,111,401536,168502,11321,186822,170283,355483,82875,1961887,1958488,1315191,630675,-1093,13715,3399,2379453,27538417
2002:Q2,Millennial,53176,40069,24490,15579,13107,2719,357,472,472,0,0,0,0,89,6368,0,0,27,1338,1737,27196,27047,13602,13445,0,0,148,25981,1461077
2002:Q3,Silent,23856126,7602051,6353657,1248394,16254075,2244876,796847,844265,459531,384734,533548,458443,75105,3524268,338073,283263,749412,4130797,2613838,194887,1539100,1532212,996420,313647,-5462,227607,6889,22317026,34649032
2002:Q3,BabyBoom,22520538,8945536,7335217,1610319,13575002,1273785,555506,355887,208534,147353,176667,147590,29077,2338518,458455,561557,1437218,3719249,2454587,243574,4471936,4462087,3414713,970260,-5437,82551,9849,18048602,44064346
2002:Q3,GenX,4222684,2646763,2032867,613896,1575921,336638,76188,42714,28127,14588,28816,28734,82,187340,162659,6141,88143,174743,386669,85869,2061535,2058043,1393593,651368,-1247,14328,3493,2161148,27930823
2002:Q3,Millennial,61933,45443,27268,18175,16490,3807,529,686,686,0,1,0,1,0,6920,0,0,152,2359,2036,30922,30766,14433,16333,0,0,156,31011,1714712
2002:Q4,Silent,24104371,7661923,6399736,1262187,16442448,2263533,815181,906960,430149,476810,539043,463244,75798,3650740,350519,281142,751819,4173319,2506500,203693,1542798,1535699,1000716,322399,-8762,221347,7098,22561574,34480118
2002:Q4,BabyBoom,23139962,9160816,7538071,1622745,13979146,1291630,594081,373820,188526,185294,158128,127977,30151,2537574,456152,597502,1507996,3785323,2425129,251812,4589232,4579446,3521558,978522,-8516,87882,9787,18550730,44059302
2002:Q4,GenX,4440420,2767621,2147225,620396,1672798,344732,90640,45850,26744,19107,31329,31269,61,222812,157256,11479,120373,180400,377118,90811,2170696,2167377,1478205,676438,-1820,14554,3319,2269724,28316006
2002:Q4,Millennial,67988,51623,30767,20856,16365,4378,792,912,912,0,4,0,4,0,7318,0,0,120,399,2442,35648,35484,15835,19650,0,0,164,32339,1979602
2003:Q1,Silent,24065343,7758886,6501833,1257054,16306457,2319470,789197,847032,412930,434102,544642,468776,75866,3487646,366611,281059,741515,4213739,2507200,208347,1540412,1532703,1001418,323696,-8600,216189,7709,22524931,34318602
2003:Q1,BabyBoom,23440642,9356357,7722106,1634251,14084285,1369233,575691,356361,176201,180160,165702,134620,31082,2440005,459684,613619,1529636,3808502,2509470,256383,4690896,4680684,3618500,963252,-8092,107024,10212,18749747,44045522
2003:Q1,GenX,4532651,2862280,2229042,633238,1670371,384775,85796,43512,25833,17679,32176,32037,139,151191,154497,12028,115406,184334,412780,93877,2247381,2243730,1550969,680217,-1750,14294,3651,2285270,28692645
2003:Q1,Millennial,84359,63332,38291,25041,21028,6440,1016,1131,1131,0,0,0,0,0,7435,0,0,408,1822,2777,38472,38311,16354,21957,0,0,160,45888,2255391
2003:Q2,Silent,24630764,7840353,6576551,1263802,16790411,2347896,769716,785203,374944,410259,553591,477133,76458,3916442,387230,278538,765369,4256108,2518076,212242,1565460,1557438,1015938,330397,-7500,218602,8023,23065304,34161343
2003:Q2,BabyBoom,24619726,9569787,7921301,1648486,15049939,1401068,565162,334786,154552,180235,260342,228220,32122,2968800,470904,652219,1679369,3853634,2603386,260269,4906311,4896028,3743320,965865,-6841,193684,10283,19713415,44026259
2003:Q2,GenX,4982346,2998196,2353461,644735,1984151,400893,83655,40965,23914,17051,26852,26715,138,308274,155470,18299,210908,189196,453038,96600,2383362,2379753,1669293,700202,-1524,11783,3609,2598984,29059424
2003:Q2,Millennial,98911,73662,44627,29035,25249,7622,1278,1340,1340,0,1,0,1,0,7174,0,176,571,3986,3101,45794,45636,19829,25465,0,342,158,53117,2541722
2003:Q3,Silent,24852668,7902797,6619481,1283316,16949871,2356401,742993,760892,422642,338250,556467,480708,75758,4054655,405971,277542,762479,4297582,2515388,219500,1577581,1569332,1032863,337913,-11090,209646,8249,23275087,34005204
2003:Q3,BabyBoom,25270735,9813481,8149947,1663534,15457254,1400804,545687,336784,175208,161576,255012,222158,32855,3200246,479207,676141,1727045,3886283,2682816,267228,4973174,4962928,3823225,971759,-9971,177914,10246,20297561,44004768
2003:Q3,GenX,5236887,3146098,2494255,651843,2090789,399706,78508,40147,26002,14146,28510,28170,340,358310,154826,20938,227188,193526,488127,101003,2539677,2536234,1804404,721284,-2081,12625,3443,2697210,29415023
2003:Q3,Millennial,109565,80347,48196,32151,29219,7937,1550,2071,1609,462,0,0,0,0,6774,0,483,886,5973,3545,59437,59283,30441,28718,0,124,154,50129,2838239
2003:Q4,Silent,25429998,7985264,6687150,1298114,17444734,2379239,721128,840632,465257,375375,560231,484403,75828,4396145,424250,274294,781870,4339607,2500114,227224,1598819,1590370,1036559,345626,9083,199102,8449,23831180,33847045
2003:Q4,BabyBoom,26320298,10062390,8381795,1680595,16257908,1423923,532171,376407,193524,182883,243426,209663,33764,3657093,486959,718949,1863131,3931493,2749631,274725,5085946,5075772,3942156,978691,7586,147339,10175,21234352,43984301
2003:Q4,GenX,5662689,3282737,2620010,662726,2379953,411030,75406,43974,27699,16275,30579,30155,425,497436,153704,28599,316557,198367,518581,105721,2651876,2648650,1886942,745444,2247,14017,3226,3010813,29758124
2003:Q4,Millennial,126301,89916,53750,36166,36386,8945,1856,1895,1895,0,0,0,0,2018,6167,0,2650,1125,7689,4040,63298,63152,29957,33171,25,0,146,63003,3144585
2004:Q1,Silent,26356634,8175581,6864047,1311534,18181053,2424436,698724,1334098,940364,393735,565900,489017,76883,4534600,437477,272075,777175,4386839,2520060,229669,1596585,1587924,1039475,346585,8301,193562,8661,24760050,33683727
2004:Q1,BabyBoom,27607786,10451340,8747610,1703730,17156446,1483103,518120,670869,473491,197378,258182,223253,34930,3904831,486060,751374,1903729,4050272,2852412,277494,5168335,5158217,4022436,965680,6837,163265,10118,22439451,43968114
2004:Q1,GenX,5980495,3437859,2757058,680801,2542636,442116,72139,52966,35393,17573,30646,30292,353,557540,147704,33658,327689,206395,563962,107821,2740039,2737030,1972617,748611,1991,13810,3010,3240456,30087409
2004:Q1,Millennial,149796,106978,65277,41701,42818,11330,2182,0,0,0,0,0,0,4154,5602,25,3092,532,11551,4350,69913,69780,34160,35596,25,0,132,79883,3460405
2004:Q2,Silent,26436082,8284802,6945903,1338899,18151280,2451876,675090,1216231,855467,360764,571435,493479,77956,4473779,453163,271180,770645,4423207,2612631,232044,1613077,1603981,1056563,350683,8110,188625,9096,24823005,33512112
2004:Q2,BabyBoom,28339366,10801190,9077674,1723516,17538176,1515235,502832,598666,407114,191552,283738,247614,36124,3944113,489690,771499,1937301,4186389,3028389,280325,5292086,5281721,4126653,963330,6591,185148,10366,23047280,43959460
2004:Q2,GenX,6243293,3640591,2952703,687888,2602701,458198,68472,52529,36158,16370,29867,29592,275,533027,143755,35436,332736,199802,638992,109889,2892624,2889498,2112665,761552,1905,13375,3126,3350669,30401557
2004:Q2,Millennial,168323,114129,69318,44811,54194,12903,2524,1790,1039,751,277,277,0,3401,4677,35,3397,455,20084,4652,84568,84461,45392,38974,27,67,108,83755,3785341
2004:Q3,Silent,26774598,8470837,7133051,1337787,18303761,2465885,651652,1304763,919192,385571,576085,497200,78885,4408733,468044,269241,759306,4458176,2703571,238305,1613025,1603610,1065488,358717,-2337,181742,9415,25161573,33329059
2004:Q3,BabyBoom,29155296,11171268,9432795,1738473,17984027,1527978,488068,650871,441785,209085,269629,232319,37310,3984910,492180,798940,1952043,4328468,3203965,286973,5416166,5405698,4242307,974230,-1920,191081,10468,23739129,43961592
2004:Q3,GenX,6464028,3824166,3123484,700682,2639862,463093,64995,54313,36305,18008,32128,31913,215,505277,138793,39196,321601,192948,713483,114035,3025314,3022248,2221490,787743,-476,13492,3066,3438714,30699252
2004:Q3,Millennial,196784,134665,83746,50919,62119,13723,2883,1213,896,317,0,0,0,2358,3554,76,3211,306,29646,5149,94571,94491,50207,44185,-3,102,80,102213,4119038
2004:Q4,Silent,27325990,8628186,7281129,1347058,18697803,2482340,652903,1343229,1061856,281373,575281,495497,79785,4717178,470150,261980,790319,4413665,2744319,246441,1654329,1644906,1094107,362219,-3085,191664,9423,25671661,33132086
2004:Q4,BabyBoom,30548167,11517038,9755266,1761772,19031129,1611931,489840,740005,568677,171328,329940,290774,39166,4323455,506254,839953,2098175,4522898,3274543,294135,5545176,5534496,4321647,995696,-2679,219831,10680,25002991,43976707
2004:Q4,GenX,6997747,4063068,3329825,733243,2934678,489259,63578,52706,38798,13907,31476,31476,0,613475,149117,51847,401334,226141,735840,119905,3190709,3187400,2364322,810474,-671,13274,3310,3807037,30979513
2004:Q4,Millennial,237169,157371,101225,56146,79798,16596,3016,3400,0,3400,1352,1269,83,6301,3649,186,5570,0,33785,5943,112994,112906,60502,51729,-6,681,87,124176,4461092
2005:Q1,Silent,27418207,8767339,7423592,1343747,18650868,2495195,637061,1283976,997682,286295,572832,492228,80604,4743430,465217,258294,789837,4361415,2792555,251056,1660681,1651306,1108102,354979,-8900,197125,9375,25757526,32921334
2005:Q1,BabyBoom,31172897,11823585,10041902,1781682,19349312,1695660,471413,726540,545100,181440,317400,276349,41051,4355752,507885,851057,2116059,4653765,3355542,298241,5683003,5672182,4482362,986716,-8308,211412,10821,25489894,44002773
2005:Q1,GenX,7293146,4315090,3548145,766945,2978056,514645,54920,59638,44353,15285,36960,36960,0,589810,152446,56229,370709,256927,761788,123985,3256885,3253414,2436059,804871,-1926,14411,3471,4036261,31242718
2005:Q1,Millennial,268911,182989,120224,62764,85923,19702,3062,3507,0,3507,871,684,187,4416,4239,166,4254,259,38844,6603,101052,100955,42038,58409,-9,518,96,167860,4810912
2005:Q2,Silent,27790472,8938556,7607572,1330983,18851917,2489139,628774,1331149,1033243,297906,570064,489126,80938,4861585,461651,252606,802226,4307921,2892995,253806,1697610,1688173,1136476,354185,-5324,202836,9437,26092863,32697601
2005:Q2,BabyBoom,32117184,12116066,10310814,1805251,20001118,1753113,461488,796104,600897,195207,322043,279147,42896,4494332,512477,878063,2190596,4799082,3493050,300770,5791561,5780439,4583334,996619,-5250,205736,11122,26325623,44036701
2005:Q2,GenX,7706818,4579958,3770484,809474,3126860,524057,48657,65741,48644,17097,41284,41284,0,610814,157361,65115,388201,288823,809694,127113,3417390,3413577,2583848,815580,-1320,15468,3813,4289428,31489582
2005:Q2,Millennial,316638,217807,145155,72652,98832,21582,3108,3376,0,3376,804,505,300,4492,4753,224,4556,572,48176,7189,115575,115474,49100,66006,-20,387,102,201063,5167861
2005:Q3,Silent,28074087,9081494,7752622,1328872,18992592,2492097,635916,1172509,958836,213673,566170,485754,80417,5071507,460609,248052,819543,4251851,3010937,263402,1733231,1724104,1164502,355633,-4961,208930,9128,26340856,32461684
2005:Q3,BabyBoom,33174059,12477552,10659268,1818284,20696507,1830239,470432,724052,566087,157965,318793,274197,44595,4743049,522121,895094,2289357,4940489,3652629,310252,5908093,5897177,4684088,1014031,-5237,204294,10916,27265966,44075402
2005:Q3,GenX,8240968,4869156,4035815,833341,3371812,544071,48724,66847,53617,13230,46583,46583,0,681684,165069,71230,426642,320965,865844,134154,3587999,3584429,2735813,833579,-1349,16386,3570,4652969,31720820
2005:Q3,Millennial,363423,241374,163956,77418,122048,24655,3192,6332,550,5782,423,20,403,7283,5064,234,5710,1021,59846,8289,133053,132932,57478,75142,-28,340,122,230369,5531302
2005:Q4,Silent,28318533,9193871,7865052,1328819,19124662,2485355,661626,1216605,956325,260279,560591,481888,78703,5134996,456800,242731,833398,4194026,3063833,274701,1764113,1755219,1188771,356487,-2545,212506,8894,26554420,32214379
2005:Q4,BabyBoom,34117449,12812619,10977956,1834663,21304831,1895202,503814,782399,590761,191639,319062,273030,46032,4828523,527012,918159,2376283,5084776,3747800,321801,5984882,5974065,4766681,1030079,-2875,180180,10817,28132568,44115785
2005:Q4,GenX,8639164,5125225,4265165,860060,3513939,556136,57702,75454,58291,17163,51766,51766,0,676844,170081,79108,454591,353628,896298,142331,3750003,3746558,2879611,849568,-788,18168,3445,4889161,31937150
2005:Q4,Millennial,399187,265751,183023,82728,133436,27117,3339,5594,596,4998,478,0,478,5901,5617,278,6513,1479,67502,9618,152341,152201,67804,84421,-24,0,140,246846,5900598
2006:Q1,Silent,28774117,9152018,7840693,1311324,19622099,2513354,663001,1236737,989039,247697,552591,477670,74921,5659927,433278,236899,845669,4135564,3070528,274551,1803715,1794897,1218789,354104,2018,219985,8818,26970402,31956485
2006:Q1,BabyBoom,35239912,12810180,10955307,1854874,22429732,2026606,506619,841075,648730,192345,336874,289973,46901,5459408,495295,945345,2459003,5241108,3796329,322069,6084520,6073578,4841902,1036239,2434,193004,10941,29155392,44154762
2006:Q1,GenX,9170013,5281991,4381324,900668,3888022,607537,55325,80867,63391,17476,55251,55251,0,928477,154280,88233,478668,387193,908105,144086,3934674,3931091,3056912,854854,740,18584,3583,5235339,32139285
2006:Q1,Millennial,454185,290691,196747,93945,163493,34257,3339,5666,0,5666,475,0,475,20310,8176,354,7189,1732,71838,10158,181908,181755,89335,92387,33,0,153,272277,6275110
2006:Q2,Silent,28618297,9167190,7856937,1310254,19451107,2498626,676838,1206867,905197,301669,542564,473144,69420,5538918,427912,233412,843127,4074088,3134417,274337,1835600,1826864,1245247,349797,5408,226413,8735,26782697,31688799
2006:Q2,BabyBoom,35672146,12984250,11113039,1871211,22687896,2086482,526480,831111,599541,231570,366042,318939,47103,5338853,497632,951964,2477257,5382205,3907533,322337,6202698,6191638,4949284,1037839,7027,197487,11060,29469449,44189244
2006:Q2,GenX,9358126,5504532,4576633,927899,3853594,615442,59328,89350,67032,22318,57751,57428,323,827429,157798,91495,444212,420427,944542,145819,4102730,4099014,3217472,859896,2328,19317,3715,5255397,32327944
2006:Q2,Millennial,475842,307075,207210,99866,168766,36784,3370,5588,1708,3880,908,509,399,13038,9047,299,5084,2352,81598,10698,202518,202352,100087,102079,132,54,166,273324,6654201
2006:Q3,Silent,28698054,9149085,7837370,1311715,19548969,2488570,699697,1156641,900958,255683,530505,468147,62358,5680833,428003,227794,854577,4012998,3195671,273681,1860100,1851480,1262521,349165,7196,232598,8621,26837954,31412118
2006:Q3,BabyBoom,36497698,13124491,11236928,1887564,23373207,2158447,559970,836141,622993,213148,358776,312376,46401,5531477,510477,976907,2560174,5540511,4018145,322182,6315557,6304423,5039127,1054345,10206,200745,11134,30182142,44216140
