Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1991:Q2,age40to54,8497607,3204339,2496635,707704,5293268,692968,126481,309551,234647,74903,66216,48265,17950,709770,141393,208950,434702,1382430,1132284,88524,1404526,1398889,1052170,280267,330,66122,5637,7093081,25138052
1991:Q2,ageunder40,3952061,2203608,1555995,647613,1748454,363474,51699,78346,68713,9633,16210,8875,7335,222434,98782,31373,139690,224976,453712,67758,1506888,1502975,1110249,379084,379,13262,3914,2445173,35976986
1991:Q3,age70plus,4494482,1361102,1130793,230309,3133380,1017151,94110,384637,316896,67740,118432,73209,45223,460015,38702,10407,5653,557250,414317,32707,88469,86942,37806,27624,77,21435,1527,4406014,14367551
1991:Q3,age55to69,8788548,2543067,2031700,511367,6245481,934460,165104,398534,329354,69180,218619,146920,71700,982608,139480,159122,236030,1857760,1086655,67108,570855,565582,398058,115472,271,51781,5273,8217692,19283281
1991:Q3,age40to54,8684147,3260112,2541624,718488,5424035,693116,127604,319820,251872,67948,69752,51693,18059,750478,142570,215822,455264,1428770,1131404,89434,1428129,1422589,1075913,278692,260,67723,5540,7256017,25292870
1991:Q3,ageunder40,3965073,2209584,1566272,643312,1755489,357354,52515,79021,66427,12594,16933,9786,7147,235650,99181,31283,145494,225949,443770,68339,1501679,1497827,1102725,380712,316,14074,3852,2463394,36004594
1991:Q4,age70plus,4668776,1385841,1149412,236429,3282935,1025635,96811,383362,317166,66196,135318,88400,46918,571828,38961,10526,6176,567589,413339,33388,93535,92068,40669,27536,148,23716,1467,4575240,14448887
1991:Q4,age55to69,9002939,2558786,2045897,512889,6444153,927752,160759,400630,330664,69965,219035,150884,68151,1159044,143910,161164,251550,1872905,1079304,68101,592801,587476,408697,120385,536,57858,5325,8410138,19250234
1991:Q4,age40to54,8912944,3283798,2560212,723586,5629145,701390,130430,329036,264137,64899,74840,56376,18465,849730,144424,223235,480033,1476694,1128558,90775,1464095,1458621,1108130,280592,480,69419,5474,7448848,25463479
1991:Q4,ageunder40,4015979,2219607,1575064,644543,1796372,357469,53898,79375,65225,14150,18980,12189,6790,276763,99734,31255,152419,226946,430284,69249,1516797,1513001,1110383,387069,617,14932,3795,2499182,36027023
1992:Q1,age70plus,4671497,1424582,1179964,244618,3246916,998980,104112,389270,319876,69394,130085,81278,48808,539003,39286,10482,3301,583189,415123,34084,98854,97421,50357,25067,173,21825,1432,4572644,14527800
1992:Q1,age55to69,8999878,2579166,2068113,511054,6420712,880665,164355,411889,336777,75112,210266,145528,64738,1150294,148361,161206,248475,1900693,1075431,69076,591322,585925,412075,116642,648,56560,5397,8408556,19210336
1992:Q1,age40to54,8980675,3290783,2565390,725393,5689893,669219,137890,345095,279703,65391,77003,58154,18849,846303,146444,229269,484721,1533904,1127859,92187,1489655,1484222,1141791,271825,533,70074,5433,7491021,25648893
1992:Q1,ageunder40,3979321,2232219,1581080,651139,1747102,324504,56894,77658,63258,14400,16855,10404,6450,268086,100296,30956,153018,229988,418689,70158,1503197,1499455,1104053,379819,735,14847,3743,2476124,36044472
1992:Q2,age70plus,4710203,1459155,1205055,254100,3251048,998462,101508,380417,310409,70008,137331,86649,50682,524087,38771,10682,1539,604150,419152,34949,105823,104411,57159,24173,221,22858,1412,4604380,14604359
1992:Q2,age55to69,9021249,2597745,2085616,512129,6423504,863790,150742,398766,320555,78211,205525,144299,61225,1164747,151763,164099,251723,1927902,1074283,70166,599610,594129,415045,117853,856,60375,5480,8421640,19164451
1992:Q2,age40to54,9087881,3305010,2574980,730031,5782871,668032,135655,346935,283278,63657,81187,61926,19261,856385,147830,237812,496875,1589513,1128868,93779,1518988,1513582,1171579,269814,639,71549,5406,7568893,25848123
1992:Q2,ageunder40,3974714,2239364,1582403,656961,1735350,316462,56377,79736,64271,15465,16998,10899,6099,265624,100649,31059,155777,232970,408534,71165,1498022,1494330,1097460,380491,958,15421,3692,2476692,36057140
1992:Q3,age70plus,4781123,1470028,1211435,258593,3311094,1002880,101315,378443,313794,64649,141653,89082,52571,546408,39794,10807,1080,624916,427922,35877,104621,103214,57329,23509,132,22243,1408,4676501,14678632
1992:Q3,age55to69,9141088,2627774,2106812,520962,6513314,852498,141524,404513,328368,76145,199186,141534,57652,1226676,156934,166036,262049,1953635,1078985,71279,616057,610481,426454,122201,532,61294,5576,8525032,19113443
1992:Q3,age40to54,9312433,3377489,2633378,744110,5934944,673071,135854,358646,301244,57402,85365,65673,19693,893695,150669,245807,517407,1646127,1132832,95471,1552974,1547578,1204167,270429,348,72635,5396,7759459,26060183
1992:Q3,ageunder40,4005887,2260421,1612362,648059,1745466,313101,56687,80382,61927,18456,16536,10797,5740,275799,101368,31034,160922,235803,401632,72202,1513572,1509928,1107928,385794,582,15624,3644,2492315,36065224
1992:Q4,age70plus,4922339,1480931,1218018,262912,3441408,1002831,98629,378244,313909,64335,139681,88645,51036,659268,42291,11438,2446,643221,426543,36817,107944,106484,61475,23432,188,21389,1460,4814395,14750693
1992:Q4,age55to69,9347238,2643984,2116690,527294,6703254,862702,137192,408523,329852,78671,199125,142376,56748,1351885,152848,175541,270417,2003557,1069875,71589,623618,618230,432025,122355,739,63110,5389,8723619,19058289
1992:Q4,age40to54,9583165,3449717,2697311,752406,6133448,689655,132254,356289,297225,59064,91516,71474,20042,997907,156830,255031,530215,1677838,1148448,97467,1595349,1589818,1234172,282325,552,72770,5530,7987816,26283958
1992:Q4,ageunder40,4059903,2271039,1620183,650855,1788864,318841,52189,83580,62333,21246,16033,10410,5624,303285,105373,32444,171017,247603,385399,73102,1529664,1525933,1113230,396657,831,15215,3730,2530239,36068966
1993:Q1,age70plus,5050578,1545309,1273671,271638,3505269,978193,101779,386690,308597,78093,147473,97901,49572,699118,44656,11731,5465,653787,438891,37486,110744,109220,66071,20167,312,22671,1524,4939833,14820630
1993:Q1,age55to69,9445645,2653631,2135510,518120,6792014,845776,142451,415360,321188,94172,202393,146450,55942,1385674,148558,180988,287568,2033765,1077822,71661,618244,613035,430118,113125,1194,68599,5209,8827401,19000402
1993:Q1,age40to54,9670023,3399399,2655008,744392,6270624,677834,134579,358491,287407,71083,98644,78261,20383,1052822,162977,261121,553941,1698675,1172219,99322,1616564,1610887,1255029,281314,1022,73522,5677,8053459,26517839
1993:Q1,ageunder40,4073083,2278381,1605916,672465,1794702,302099,49759,83451,64048,19403,17313,11794,5519,306322,109311,33299,184010,256387,378930,73820,1516633,1512815,1103486,392656,1388,15285,3818,2556449,36068776
1993:Q2,age70plus,5102260,1559846,1282596,277250,3542414,968536,100507,382556,297843,84713,154211,106155,48056,718059,47335,12047,6273,664362,450566,37963,111637,110049,69082,18931,284,21752,1588,4990623,14888536
1993:Q2,age55to69,9520965,2684266,2156485,527782,6836698,845872,140473,406555,303255,103300,205785,150671,55113,1393980,144590,186619,293003,2063721,1084531,71570,625106,620078,437909,110829,1057,70284,5028,8895859,18941304
1993:Q2,age40to54,9863617,3477279,2720474,756805,6386337,684269,132484,350347,272229,78119,105654,84911,20744,1094243,169501,267571,564856,1720195,1196133,101084,1658062,1652234,1288023,289489,1017,73706,5827,8205555,26760088
1993:Q2,ageunder40,4098853,2295142,1620532,674609,1803712,299420,45840,86110,66498,19612,18381,12970,5411,302581,113289,34184,192842,265166,371489,74409,1532778,1528873,1113332,399414,1260,14866,3905,2566076,36065106
1993:Q3,age70plus,5182320,1567488,1285660,281829,3614832,961610,100733,381950,287479,94470,148552,102055,46498,771666,50162,12523,7440,675317,466065,38812,112795,111142,68386,18518,327,23911,1653,5069525,14954504
1993:Q3,age55to69,9655008,2717448,2178817,538630,6937560,849382,140956,402258,286990,115268,204946,150671,54275,1443019,140765,194055,300367,2094480,1095558,71775,641829,636984,446956,111611,1185,77232,4845,9013179,18882520
1993:Q3,age40to54,10110749,3568747,2797315,771432,6542002,694585,131922,345720,258171,87549,110358,89239,21119,1160452,176247,275735,578550,1742849,1222432,103152,1701674,1695694,1317957,301696,1290,74751,5980,8409075,27008970
1993:Q3,ageunder40,4134304,2308404,1634228,674176,1825899,299504,42453,86425,68190,18235,17249,11948,5300,309818,117265,35322,202209,274083,366352,75220,1556653,1552662,1125233,410844,1459,15126,3990,2577651,36058406
1993:Q4,age70plus,5306132,1599292,1308498,290794,3706841,950634,104120,402685,289113,113573,147385,102463,44922,825190,53028,12623,7822,685257,479094,39003,118420,116702,71155,19994,329,25224,1718,5187713,15018628
1993:Q4,age55to69,9806703,2753160,2207088,546072,7053543,848851,146542,426076,291007,135069,205669,152212,53457,1491160,136974,197087,303584,2122829,1103311,71460,656507,651844,451865,116115,1156,82708,4663,9150196,18825571
1993:Q4,age40to54,10334300,3627656,2845826,781830,6706645,700537,134571,360392,256770,103621,115599,94098,21501,1227507,183111,280311,587649,1764396,1247792,104780,1752041,1745907,1347613,321298,1415,75580,6135,8582259,27262748
1993:Q4,ageunder40,4162843,2328883,1645330,683553,1833961,296093,40050,79893,68098,11795,16935,11744,5191,316831,121212,35848,209943,282602,358940,75615,1578544,1574468,1129043,428762,1468,15195,4076,2584299,36049131
1994:Q1,age70plus,5343973,1648750,1349249,299501,3695224,935895,108620,423314,304593,118721,146503,103105,43398,773261,54798,12663,7307,695530,497709,39623,115004,113215,70724,17480,448,24564,1788,5228970,15081000
1994:Q1,age55to69,9847047,2787929,2243331,544599,7059117,844678,153908,462025,318790,143235,206565,153832,52733,1417211,132012,199442,302082,2152216,1117484,71497,658012,653527,456235,110922,1528,84843,4484,9189035,18771981
1994:Q1,age40to54,10424574,3628725,2845842,782883,6795850,702282,138340,379477,269325,110152,120686,98813,21873,1220886,189055,284379,591101,1786766,1276137,106742,1781297,1775001,1371933,325041,2128,75900,6296,8643277,27519687
1994:Q1,ageunder40,4155622,2343123,1643947,699176,1812498,289443,37917,77837,65970,11867,16682,11592,5090,291144,124859,36275,215762,291243,355067,76270,1582516,1578355,1131062,430434,2022,14837,4161,2573106,36037730
1994:Q2,age70plus,5378593,1678615,1371243,307372,3699979,916448,108136,446791,322892,123898,141510,99728,41781,744605,56785,12477,8415,705215,519642,39955,120039,118176,75256,18253,581,24086,1862,5258555,15141714
1994:Q2,age55to69,9922101,2828177,2276700,551477,7093923,835897,153300,505146,353541,151605,205577,153619,51958,1370922,127333,199199,309310,2180617,1135298,71325,667759,663451,460947,113273,1921,87310,4308,9254342,18723274
1994:Q2,age40to54,10588429,3687350,2893921,793429,6901079,698459,137094,401467,284592,116875,124538,102272,22265,1229467,195247,286195,605543,1808422,1306131,108515,1832478,1826018,1404536,342162,3047,76273,6461,8755950,27778050
1994:Q2,ageunder40,4150959,2355935,1648599,707336,1795023,278692,34327,74287,62452,11834,15754,10774,4981,273013,128520,36332,224639,299653,353064,76742,1600693,1596447,1134377,444893,2658,14519,4245,2550266,36024658
1994:Q3,age70plus,5432404,1681349,1367814,313535,3751055,908218,111709,450125,326040,124085,138092,97965,40127,764810,62147,12582,10465,715564,536417,40926,123835,121902,78864,19516,607,22914,1934,5308569,15200863
1994:Q3,age55to69,10039523,2855874,2292373,563502,7183648,840137,159220,516929,360772,156157,205186,153995,51192,1382017,126253,202341,321670,2211214,1147009,71671,678341,674210,466517,117115,1936,88643,4131,9361182,18680973
1994:Q3,age40to54,10838602,3784838,2974436,810402,7053765,708985,139916,404557,284246,120311,128526,105862,22664,1273873,204578,290967,626772,1831165,1333657,110768,1885361,1878737,1437125,361695,3459,76457,6624,8953241,28036101
1994:Q3,ageunder40,4178213,2368094,1659019,709075,1810119,278543,31861,76569,62070,14500,15121,10251,4870,270067,132959,36853,235342,308314,346889,77600,1621839,1617509,1139038,461627,2789,14056,4329,2556374,36010364
1994:Q4,age70plus,5490572,1696255,1377580,318675,3794317,898376,118044,491775,355020,136755,135288,97033,38255,747016,63733,12266,8773,724481,553041,41524,134270,132264,83816,22575,741,25133,2006,5356302,15258539
1994:Q4,age55to69,10135879,2870320,2299815,570505,7265559,843306,169580,592026,421108,170918,204960,154711,50249,1349899,121247,200691,314213,2239249,1158632,71756,697951,693996,471034,124968,2282,95712,3955,9437928,18646600
1994:Q4,age40to54,11019346,3841495,3019517,821978,7177850,717883,145472,442500,309967,132534,132579,109474,23106,1289521,210498,291392,622556,1851627,1361066,112756,1947777,1940988,1470121,388668,4650,77550,6789,9071568,28292103
1994:Q4,ageunder40,4165404,2377863,1664885,712978,1787540,277170,30050,63687,53655,10032,14618,9883,4735,255736,136461,36687,238335,316425,340146,78226,1648619,1644207,1141473,484957,3463,14315,4412,2516784,35995302
1995:Q1,age70plus,5608199,1721083,1394064,327019,3887116,894176,124256,481770,342496,139274,134232,97650,36582,815230,67402,12497,12048,736223,566097,43185,131724,129633,85239,20546,804,23044,2091,5476476,15314836
1995:Q1,age55to69,10286637,2885028,2306761,578267,7401608,853492,179801,573880,396066,177814,205792,156229,49564,1417224,118465,205417,333442,2274962,1166448,72685,696203,692413,473729,120703,2379,95601,3790,9590434,18621679
1995:Q1,age40to54,11254235,3882312,3048808,833504,7371923,734463,150850,431208,293316,137891,136934,113436,23498,1371083,218362,297475,652989,1876274,1386756,115529,1979488,1972522,1494493,395064,5497,77469,6965,9274747,28544321
1995:Q1,ageunder40,4213201,2387475,1665570,721905,1825726,281332,28109,69745,58488,11257,14406,9779,4627,267297,140434,37406,251471,325609,330427,79490,1649162,1644665,1138975,488233,3797,13661,4497,2564039,35979922
1995:Q2,age70plus,5698257,1703736,1376174,327562,3994521,893219,132657,467590,339568,128022,131876,97012,34865,889005,72078,13218,15096,754446,580493,44843,131502,129322,84586,21270,937,22530,2180,5566755,15369848
1995:Q2,age55to69,10467259,2899305,2309219,590087,7567953,868151,193591,565940,391762,174178,205993,157106,48887,1490489,116754,215858,351601,2309771,1176161,73643,711204,707576,482295,124429,2661,98191,3628,9756055,18607733
1995:Q2,age40to54,11579852,3994731,3143239,851492,7585121,755826,158327,420422,286614,133808,140699,116806,23892,1457079,227188,308688,682214,1903507,1412876,118297,2029848,2022704,1524419,413451,7045,77788,7144,9550004,28791019
1995:Q2,ageunder40,4268958,2394868,1679676,715192,1874090,288879,26597,80443,59816,20627,13999,9482,4517,280234,144625,38917,264115,334318,321219,80744,1673953,1669372,1147536,503976,4518,13341,4581,2595005,35964678
1995:Q3,age70plus,5823641,1693072,1364166,328905,4130569,881487,137041,474916,337672,137245,129120,95997,33123,984016,74653,13600,19442,771612,600574,44108,139303,137034,87977,22883,1048,25125,2269,5684337,15423666
1995:Q3,age55to69,10606466,2842235,2243580,598655,7764231,871812,201102,576883,389887,186997,206026,157784,48242,1587179,112973,222520,376781,2343473,1192643,72839,731550,728082,489778,129406,2846,106052,3468,9874916,18606286
1995:Q3,age40to54,11830019,4016265,3151248,865017,7813754,763383,161772,425075,280991,144083,144131,119850,24281,1559088,234072,316345,720814,1928665,1441129,119279,2088605,2081281,1558425,435293,8642,78921,7324,9741414,29030460
1995:Q3,ageunder40,4274826,2366589,1654143,712446,1908237,286599,24052,78641,60748,17893,13544,9138,4407,299093,148297,39874,279399,342597,315578,80563,1699672,1695007,1154158,522016,5161,13671,4666,2575154,35950021
1995:Q4,age70plus,5981725,1712579,1383172,329407,4269146,886432,139366,500390,337029,163361,137063,103935,33128,1060527,74842,13970,19799,799304,592576,44877,141573,139278,86154,26725,1392,25007,2294,5840152,15476364
1995:Q4,age55to69,10896750,2873439,2264179,609260,8023311,879024,214093,603716,392581,211134,209387,162023,47364,1718779,114612,229421,394502,2381533,1204492,73752,756830,753327,503517,145161,3861,100788,3503,10139920,18618311
1995:Q4,age40to54,12072328,4056392,3177545,878847,8015936,766085,169028,443168,279723,163446,149819,126339,23480,1652272,238366,317129,757295,1943351,1458851,120573,2126498,2119100,1570818,454117,11937,82228,7398,9945830,29261532
1995:Q4,ageunder40,4358696,2376144,1664352,711792,1982552,291314,27256,63367,60665,2703,15804,11543,4261,334176,152386,40571,293882,342172,340602,81022,1727557,1722831,1160019,542157,7240,13415,4726,2631139,35936192
1996:Q1,age70plus,6077884,1757501,1424448,333053,4320383,900017,148143,488626,322858,165767,140339,107262,33077,1085499,73288,14361,19891,825931,579492,44796,145197,142882,84543,24827,1013,32500,2314,5932687,15527933
1996:Q1,age55to69,11113071,2921975,2301103,620872,8191096,896281,238335,586253,369147,217107,209887,163433,46454,1793839,114590,236680,411302,2418400,1211452,74078,785444,781906,523440,147515,2857,108094,3537,10327627,18642591
1996:Q1,age40to54,12245269,4086553,3194027,892526,8158717,780221,182864,432302,265823,166478,153703,131042,22661,1707375,241009,318079,792316,1955538,1474102,121206,2145487,2138022,1592851,449343,8229,87598,7466,10099782,29485617
1996:Q1,ageunder40,4449580,2387077,1671085,715992,2062503,303875,32178,65746,63520,2227,17467,13359,4108,353879,156058,41298,307972,341286,361768,80976,1743167,1738380,1178025,540521,5113,14721,4787,2706413,35922588
1996:Q2,age70plus,6149558,1774643,1445087,329556,4374915,899164,140425,510130,335419,174710,135490,102513,32977,1117498,72922,14673,18229,852356,569224,44804,152170,149831,88058,26727,1338,33707,2339,5997388,15578342
1996:Q2,age55to69,11337461,2962552,2329536,633016,8374909,898021,236304,625752,398023,227729,206353,160840,45514,1877140,115837,243159,419732,2455952,1222145,74515,809415,805838,539226,157708,3853,105050,3577,10528045,18677359
1996:Q2,age40to54,12440355,4152891,3244847,908044,8287464,775256,180551,450567,276770,173797,154868,133041,21827,1768123,244770,318196,816105,1966742,1490402,121885,2186429,2178891,1616321,460005,11267,91297,7538,10253926,29704722
1996:Q2,ageunder40,4506270,2389539,1681338,708200,2116731,303053,33255,60528,60528,0,17895,13947,3948,375303,160014,41897,318933,340265,384604,80984,1767407,1762559,1188602,552139,7090,14728,4848,2738863,35908392
1996:Q3,age70plus,6166615,1805959,1476443,329515,4360656,903704,140786,502461,342245,160216,132289,99429,32860,1092277,74545,14905,17373,878372,558426,45519,159140,156777,92034,28521,1460,34762,2362,6007475,15627562
1996:Q3,age55to69,11496715,3002442,2356129,646313,8494273,906096,248092,637694,416688,221007,203731,159162,44569,1896053,119144,248811,432791,2493566,1232775,75521,832945,829327,555603,167655,4283,101786,3618,10663770,18720848
1996:Q3,age40to54,12582472,4209134,3285365,923769,8373338,777534,186430,447654,282381,165273,156877,135902,20974,1784728,250440,317480,845931,1976798,1506382,123085,2226838,2219231,1641501,470351,12415,94964,7608,10355633,29920853
1996:Q3,ageunder40,4569211,2395734,1690155,705579,2173478,307112,36414,66132,58523,7610,18707,14923,3785,379448,164446,42363,331640,339035,406772,81408,1791077,1786169,1200223,563320,7924,14701,4909,2778134,35892792
1996:Q4,age70plus,6329592,1865842,1534171,331671,4463750,903641,143103,503878,349556,154322,149380,116627,32753,1138684,76460,13567,26694,900813,561551,45981,166140,163757,93354,31078,1166,38159,2383,6163452,15675563
1996:Q4,age55to69,11785279,3034062,2380158,653904,8751217,909414,263788,657544,437208,220335,209610,165964,43646,1996341,122801,236201,496038,2523845,1259266,76370,861599,857941,572125,180026,3474,102316,3658,10923680,18771290
1996:Q4,age40to54,12782196,4207816,3276360,931456,8574380,773935,194475,450827,288444,162383,165539,145442,20098,1857480,256430,300338,941480,1980919,1528864,124093,2263284,2255608,1662303,484494,9519,99293,7675,10518912,30136016
1996:Q4,ageunder40,4680139,2409314,1698416,710898,2270825,307052,40199,68229,56189,12040,23224,19602,3622,404497,168935,40283,362096,336444,438189,81677,1815445,1810476,1210850,578281,6203,15143,4969,2864694,35874971
1997:Q1,age70plus,6327292,1905980,1572120,333860,4421312,905834,147911,445122,330287,114834,140962,108412,32549,1126972,76981,13992,22634,927090,567162,46653,170259,167901,96787,28511,1566,41036,2358,6157033,15722315
1997:Q1,age55to69,11888899,3068301,2402661,665640,8820598,915450,284338,592804,401902,190902,204614,161986,42628,2030195,125111,244190,494007,2563576,1288913,77401,873275,869606,584179,178677,4759,101992,3669,11015623,18826920
1997:Q1,age40to54,12849184,4231447,3287305,944142,8617737,773515,205232,404509,269885,134624,166482,147256,19226,1884588,261151,301754,951522,1990854,1552864,125266,2279993,2272291,1679554,475860,13362,103515,7703,10569190,30352217
1997:Q1,ageunder40,4771028,2414905,1701503,713402,2356123,308973,44759,95486,60790,34696,23434,19988,3446,411905,173071,41055,369253,335199,470926,82061,1813316,1808293,1212929,571127,8764,15473,5022,2957712,35854115
1997:Q2,age70plus,6618710,1926546,1598382,328165,4692164,909640,140129,447443,326651,120792,146503,113925,32578,1352293,79297,15542,32174,956388,565382,47373,178470,176135,99646,29448,1737,45304,2335,6440240,15767788
