date,FU713011203.Q,FU713011203.Q,FU713014003.Q,FU713014003.Q,FU673090543.Q,FU673090543.Q,FU543077073.Q,FU543077073.Q,FU543195005.Q,FU263195105.Q,FU153095105.Q,FU543095105.Q,FU513176005.Q,FU263176005.Q,FU153076005.Q,FU103076005.Q,FU113076005.Q,FU513076005.Q,FU263076005.Q,FU593095005.Q,FU573095005.Q,FU223095505.Q,FU573074005.Q,FU573074005.Q,FU313195105.Q,FU313195105.Q,FU573073005.Q,FU343073045.Q,FU223073045.Q,FU573073005.Q,FU343073045.Q,FU223073045.Q
1987:Q1,17,17,0,0,0,0,-29,-29,1275,0,1275,0,10590,0,6275,4705,-390,0,0,8688,8688,0,300,300,0,0,-12429,18713,-1924,-12429,18713,-1924
1987:Q2,-12,-12,0,0,0,0,340,340,1413,0,1413,0,10867,0,5637,6984,-1754,0,0,8182,8182,0,450,450,0,0,9504,9739,263,9504,9739,263
1987:Q3,6,6,0,0,0,0,310,310,1307,0,1307,0,10490,0,5313,7048,-1871,0,0,8887,8887,0,650,650,0,0,6577,1593,5007,6577,1593,5007
1987:Q4,3,3,0,0,0,0,901,901,2366,0,2366,0,9459,0,5799,4771,-1111,0,0,7786,7786,0,108,108,0,0,34122,1055,5925,34122,1055,5925
1988:Q1,-15,-15,0,0,0,0,-137,-137,1853,0,1853,0,8388,0,2766,5943,-321,0,0,-4344,-4344,0,-500,-500,0,0,16914,19803,9753,16914,19803,9753
1988:Q2,0,0,0,0,0,0,55,55,1555,0,1555,0,7279,0,2726,4551,2,0,0,520,520,0,-700,-700,0,0,2130,9012,8589,2130,9012,8589
1988:Q3,-1,-1,0,0,0,0,161,161,1181,0,1181,0,6978,0,4172,2589,217,0,0,-5689,-5689,0,-1250,-1250,0,0,4057,2638,7737,4057,2638,7737
1988:Q4,-2,-2,0,0,0,0,349,349,1204,0,1204,0,7483,0,5028,1951,504,0,0,5499,5499,0,1212,1212,0,0,-445,-727,12186,-445,-727,12186
1989:Q1,1,1,350,350,0,0,-94,-94,1163,0,1163,0,7932,0,2258,4320,1354,0,0,6191,6191,0,1684,1684,0,0,6445,20676,9285,6445,20676,9285
1989:Q2,2,2,3150,3150,0,0,109,109,745,0,745,0,8327,0,2944,3289,2094,0,0,2805,2805,0,1859,1859,0,0,4932,8636,6990,4932,8636,6990
1989:Q3,2,2,0,0,0,0,126,126,674,0,674,0,8136,0,4045,2487,1604,0,0,4136,4136,0,1899,1899,0,0,6521,3371,12650,6521,3371,12650
1989:Q4,-6,-6,0,0,0,0,673,673,2116,0,2116,0,7359,0,2571,4232,556,0,0,2439,2439,0,1826,1826,0,0,1947,-1579,13826,1947,-1579,13826
1990:Q1,1,1,0,0,0,0,-353,-353,563,0,563,0,6626,0,7991,-1022,-343,0,0,5531,5531,0,1724,1724,0,0,16302,21732,8558,16302,21732,8558
1990:Q2,5,5,0,0,0,0,14,14,1020,0,1020,0,5939,0,535,6873,-1469,0,0,-686,-686,0,1264,1264,0,0,4511,9516,9611,4511,9516,9611
1990:Q3,-2,-2,0,0,0,0,-39,-39,1413,0,1413,0,5656,0,3391,3750,-1485,0,0,7171,7171,0,1374,1374,0,0,15971,2945,16047,15971,2945,16047
1990:Q4,-5,-5,1500,1500,0,0,493,493,2072,0,2072,0,5776,0,2467,3752,-443,0,0,2156,2156,0,1689,1689,0,0,16731,-1354,18329,16731,-1354,18329
1991:Q1,0,0,0,0,0,0,-126,-126,1295,0,1295,0,3781,0,374,2665,742,0,0,1764,1764,0,2684,2684,0,0,5849,22976,7631,5849,22976,7631
1991:Q2,4,4,0,0,0,0,-223,-223,1299,0,1299,0,2332,0,901,-232,1663,0,0,4729,4729,0,3464,3464,0,0,4061,7985,16187,4061,7985,16187
1991:Q3,0,0,0,0,0,0,-223,-223,1297,0,1297,0,2287,0,934,-393,1746,0,0,5832,5832,0,3234,3234,0,0,656,2803,18277,656,2803,18277
1991:Q4,-3,-3,0,0,0,0,-130,-130,1298,0,1298,0,3646,0,2627,172,847,0,0,5390,5390,0,2690,2690,0,0,13204,-3074,19545,13204,-3074,19545
1992:Q1,-2,-2,0,0,0,0,-57,-57,1944,0,1944,0,4932,0,2048,2640,244,0,0,2162,2162,0,2410,2410,0,0,38196,23819,17556,38196,23819,17556
1992:Q2,3,3,0,0,0,0,-15,-15,1928,0,1928,0,6148,0,2626,3916,-394,0,0,1414,1414,0,2376,2376,0,0,-1904,8108,16503,-1904,8108,16503
1992:Q3,-2,-2,0,0,0,0,33,33,1907,0,1907,0,6246,0,2864,4047,-665,0,0,250,250,0,2470,2470,0,0,23338,2316,11395,23338,2316,11395
1992:Q4,-2,-2,-2000,-2000,0,0,87,87,1892,0,1892,0,5226,0,2253,3077,-104,0,0,-3843,-3843,0,2662,2662,0,0,7761,-3280,17762,7761,-3280,17762
1993:Q1,-2,-2,0,0,0,0,118,118,1597,0,1597,0,4292,0,1717,2187,388,0,0,5381,5381,0,2654,2654,0,0,-19126,25220,16234,-19126,25220,16234
1993:Q2,3,3,0,0,0,0,120,120,1479,0,1479,0,3443,0,1258,1501,684,0,0,2171,2171,0,2854,2854,0,0,13927,7491,18193,13927,7491,18193
1993:Q3,0,0,0,0,0,0,120,120,2758,0,2758,0,3370,0,1175,1379,816,0,0,1663,1663,0,3104,3104,0,0,7885,1957,14482,7885,1957,14482
1993:Q4,-4,-4,0,0,0,0,123,123,349,0,349,0,4071,0,1549,1813,709,0,0,4679,4679,0,3703,3703,0,0,-1034,-4249,18862,-1034,-4249,18862
1994:Q1,-1,-1,0,0,0,0,138,138,1644,0,1644,0,3559,0,1630,1399,530,0,0,7185,7185,0,3334,3334,0,0,27435,24862,21911,27435,24862,21911
1994:Q2,0,0,0,0,0,0,148,148,814,0,814,0,3500,0,1592,1431,477,0,0,6606,6606,0,3092,3092,0,0,-14259,7356,21444,-14259,7356,21444
1994:Q3,2,2,0,0,0,0,141,141,2809,0,2809,0,3500,0,1620,1432,448,0,0,2064,2064,0,2886,2886,0,0,-16600,2771,27912,-16600,2771,27912
1994:Q4,-3,-3,0,0,-30,-30,144,144,1535,0,1535,0,3988,0,1761,1635,592,0,0,15825,15825,0,2377,2377,0,0,-16640,-4816,4469,-16640,-4816,4469
1995:Q1,2,2,0,0,0,0,181,181,2317,0,2317,0,9012,0,4309,3629,1074,0,0,20,20,0,1357,1357,0,0,7650,25883,15272,7650,25883,15272
1995:Q2,1,1,0,0,0,0,190,190,2376,0,2376,0,8890,0,4262,3585,1043,0,0,-4054,-4054,0,1359,1359,0,0,14161,7709,22581,14161,7709,22581
1995:Q3,-3,-3,2150,2150,0,0,194,194,707,0,707,0,-2299,0,-1444,-838,-17,0,0,-32,-32,0,1357,1357,0,0,30577,3060,22530,30577,3060,22530
1995:Q4,-1,-1,0,0,0,0,195,195,1005,0,1005,0,5201,0,2430,2121,650,0,0,3183,3183,0,1359,1359,0,0,23751,12332,18313,23751,12332,18313
1996:Q1,3,3,0,0,0,0,182,182,-530,0,-530,0,2701,0,1363,1106,232,0,0,718,718,0,1357,1357,0,0,20710,12916,27246,20710,12916,27246
1996:Q2,-3,-3,0,0,0,0,198,198,361,0,361,0,1447,0,770,604,73,0,0,1822,1822,0,1357,1357,0,0,18118,5971,23127,18118,5971,23127
1996:Q3,0,0,-450,-450,0,0,194,194,683,0,683,0,5210,0,2662,2101,447,0,0,5817,5817,0,1358,1358,0,0,23073,4209,26815,23073,4209,26815
1996:Q4,-2,-2,0,0,0,0,189,189,4630,0,4630,0,-2796,0,-2042,-979,225,0,0,-5689,-5689,0,1356,1356,0,0,20034,-8549,25105,20034,-8549,25105
1997:Q1,2,2,-518,-518,0,0,67,67,2141,0,2141,0,2421,0,1119,993,309,0,0,-6262,-8967,2705,2425,2425,0,0,22237,27393,18633,22237,27393,18633
1997:Q2,0,0,0,0,59,59,73,73,2800,0,2800,0,1356,0,633,586,137,0,0,5175,-628,5803,1449,1449,0,0,26013,7932,16644,26013,7932,16644
1997:Q3,0,0,0,0,33,33,78,78,2785,0,2785,0,5509,0,2743,2233,533,0,0,3375,-999,4374,1449,1449,0,0,24155,1779,17224,24155,1779,17224
1997:Q4,-3,-3,0,0,0,0,85,85,2527,0,2527,0,-4487,0,-2495,-1716,-276,0,0,5975,3059,2916,3064,3064,0,0,24777,-8220,27296,24777,-8220,27296
1998:Q1,2,2,0,0,7,7,-39,-39,1010,0,1010,0,3978,0,1284,1735,959,0,0,4226,-1833,6059,4357,4357,0,0,28386,28764,23948,28386,28764,23948
1998:Q2,-2,-2,0,0,482,482,301,301,404,0,404,0,1143,0,-128,604,667,0,0,-7298,-10596,3298,4500,4500,0,0,31007,7948,29647,31007,7948,29647
1998:Q3,-3,-3,0,0,277,277,-500,-500,2282,0,2282,0,3376,0,954,1472,950,0,0,-6926,-6465,-461,4547,4547,0,0,23133,3202,29190,23133,3202,29190
1998:Q4,2,2,0,0,59,59,-1134,-1134,3670,0,3670,0,-4236,0,-3156,-1551,471,0,0,4057,-3980,8037,-523,-523,0,0,16690,-8684,23277,16690,-8684,23277
1999:Q1,3,3,-1000,-1000,1174,1174,1205,1205,-99,0,-99,0,468,0,-111,318,261,0,0,1221,-819,2040,-3114,-3114,0,0,39788,28608,30701,39788,28608,30701
1999:Q2,-3,-3,0,0,1608,1608,83,83,-321,0,-321,0,2947,0,1289,1235,423,0,0,-1685,-5188,3503,-3966,-3966,0,0,29354,8327,32709,29354,8327,32709
1999:Q3,1,1,-1000,-1000,531,531,44,44,4601,0,4601,0,4021,0,1781,1652,588,0,0,4450,4270,180,-5037,-5037,0,0,22790,3815,32685,22790,3815,32685
1999:Q4,1,1,-1000,-1000,0,0,781,781,2787,0,2787,0,-4917,0,-2892,-1839,-186,0,0,-12284,-18148,5864,-6253,-6253,0,0,26193,-8255,33870,26193,-8255,33870
2000:Q1,0,0,0,0,721,721,-743,-743,2047,416,1390,1073,8471,2993,3806,443,198,6542,475,-4922,-5656,734,-2014,-2014,0,0,495,28693,29117,495,28693,29117
2000:Q2,-2,-2,-2000,-2000,3074,3074,193,193,2807,415,2150,1072,11099,2993,5297,1488,287,6544,476,-9841,-8204,-1637,-6779,-6779,0,0,44005,7955,22056,44005,7955,22056
2000:Q3,0,0,-1000,-1000,1517,1517,-148,-148,4242,414,3586,1070,9368,2993,4389,829,127,6542,474,-10481,-9284,-1197,-5291,-5291,0,0,36052,4393,-14762,36052,4393,-14762
2000:Q4,0,0,-1000,-1000,2140,2140,810,810,2740,415,2083,1072,322,2993,-266,-2725,-711,6542,475,-13956,-10318,-3638,-5008,-5008,0,0,40773,10848,49199,40773,10848,49199
2001:Q1,0,0,0,0,2797,2797,-823,-823,-1142,450,-1854,1162,15649,6114,7813,926,420,12054,550,-22298,-17322,-4976,-2230,-2230,0,0,49038,10252,19579,49038,10252,19579
2001:Q2,-2,-2,0,0,5929,5929,-270,-270,6828,449,6116,1161,20294,6116,10561,2729,513,12056,551,8954,8232,722,-6418,-6418,0,0,27936,8045,14979,27936,8045,14979
2001:Q3,1,1,0,0,3091,3091,793,793,6004,450,5292,1162,30313,6114,15365,6752,1709,12052,549,-34454,-29466,-4988,-7136,-7136,0,0,19026,5184,22799,19026,5184,22799
2001:Q4,0,0,0,0,2906,2906,-149,-149,1064,448,352,1160,14153,6114,7097,421,145,12054,550,20280,18459,1821,-8799,-8799,0,0,33175,-9117,53938,33175,-9117,53938
2002:Q1,-1,-1,0,0,8068,8068,332,332,1408,360,838,930,13066,2620,6612,3143,862,4569,500,19190,19742,-552,4957,4957,0,0,17313,30588,15538,17313,30588,15538
2002:Q2,0,0,0,0,5211,5211,-130,-130,6115,360,5546,929,19039,2620,9761,5522,1307,4568,501,-21381,-17764,-3617,-2372,-2372,0,0,7306,9512,52953,7306,9512,52953
2002:Q3,-6,-6,0,0,3577,3577,720,720,2729,358,2159,928,20788,2619,10589,6234,1518,4567,499,-34275,-29718,-4557,4354,4354,0,0,12540,6009,-47482,12540,6009,-47482
2002:Q4,1,1,0,0,3062,3062,-18,-18,884,360,315,929,13088,2620,6660,3195,785,4568,500,12450,11472,978,-5414,-5414,0,0,45661,-9308,136460,45661,-9308,136460
2003:Q1,-1,-1,0,0,5784,5784,691,691,2737,332,2213,856,18176,2289,9707,6203,1652,2327,576,-2359,-5134,2775,3537,3537,725,725,-10666,30739,-56363,-10666,30739,-56363
2003:Q2,2,2,0,0,6538,6538,341,341,2393,331,1868,856,14008,2290,7735,4557,1104,2328,574,31410,24640,6770,-3553,-3553,1123,1123,11942,8640,226366,11942,8640,226366
2003:Q3,-1,-1,0,0,3982,3982,18,18,7001,331,6477,855,21103,2289,11329,7359,1801,2327,576,13015,8558,4457,-1320,-1320,1228,1228,36979,9241,46538,36979,9241,46538
2003:Q4,0,0,0,0,5086,5086,-96,-96,1205,331,681,855,4828,2289,3137,925,155,2326,574,31819,25153,6666,1167,1167,16535,16535,18595,-5674,74369,18595,-5674,74369
2004:Q1,2,2,0,0,7470,7470,-74,-74,3024,338,2489,873,11727,274,5612,4403,1392,602,-8,-5424,-8441,3017,-2277,-2277,-507,-507,13930,33345,54836,13930,33345,54836
2004:Q2,-1,-1,0,0,4744,4744,774,774,215,337,-319,871,14046,275,7067,5293,1366,602,-7,6372,3852,2520,3400,3400,823,823,21587,12313,-54384,21587,12313,-54384
2004:Q3,-1,-1,0,0,3596,3596,335,335,3432,337,2897,872,25912,273,14092,9966,1534,601,-8,-10598,-12281,1683,-2983,-2983,568,568,31318,5989,138330,31318,5989,138330
2004:Q4,2,2,0,0,2939,2939,470,470,5893,337,5359,871,628,274,23,6,280,601,-8,25159,19926,5233,-1256,-1256,16508,16508,18463,-11150,-90435,18463,-11150,-90435
2005:Q1,-4,-4,0,0,6813,6813,264,264,2008,-42,1918,48,16406,6292,9683,2991,887,7804,1333,-530,-1761,1231,-1151,-1151,1914,1914,26890,32610,18119,26890,32610,18119
2005:Q2,0,0,0,0,2537,2537,710,710,1397,-43,1307,47,18796,6293,11009,3900,1041,7807,1332,1503,-721,2224,-1591,-1591,-3384,-3384,28353,12545,99708,28353,12545,99708
2005:Q3,0,0,0,0,2912,2912,-739,-739,5016,-43,4927,46,36447,6292,20233,10792,2577,7804,1333,6329,2993,3336,2320,2320,1971,1971,20478,6388,131953,20478,6388,131953
2005:Q4,2,2,0,0,2675,2675,640,640,2355,-43,2265,47,18069,6292,10667,3537,1021,7804,1332,6810,4182,2628,-1463,-1463,22515,22515,18096,-8145,16470,18096,-8145,16470
2006:Q1,0,0,0,0,4234,4234,199,199,7422,290,6518,1194,-4865,-2713,-3056,1430,992,-6324,-620,-983,-5034,4051,495,495,-1197,-1197,14380,34667,-45502,14380,34667,-45502
2006:Q2,-2,-2,0,0,11394,11394,181,181,4967,289,4063,1193,-192,-2713,-667,3254,1451,-6325,-618,-5133,-6683,1550,496,496,-998,-998,13835,15668,61508,13835,15668,61508
2006:Q3,0,0,0,0,2107,2107,57,57,3301,290,2397,1194,-698,-2713,-893,3060,1367,-6325,-620,-1402,-5064,3662,495,495,-453,-453,13493,4917,96169,13493,4917,96169
2006:Q4,0,0,0,0,4220,4220,164,164,2030,289,1126,1193,-8839,-2714,-5077,-163,633,-6326,-620,1776,-2937,4713,496,496,20729,20729,12743,-10855,94562,12743,-10855,94562
2007:Q1,0,0,0,0,2484,2484,536,536,4466,285,4047,704,3515,-661,2286,3023,1106,-3511,-50,7210,5128,2082,1134,1134,-1193,-1193,-1716,35706,101164,-1716,35706,101164
2007:Q2,0,0,0,0,4329,4329,30,30,1530,285,1112,703,3583,-662,2330,3068,1087,-3513,-51,15413,8477,6936,1136,1136,503,503,-1647,30729,-54426,-1647,30729,-54426
2007:Q3,0,0,0,0,2836,2836,466,466,6357,285,5938,704,3657,-662,2201,3129,1229,-3513,-51,7541,5635,1906,1135,1135,4812,4812,-1449,4055,114860,-1449,4055,114860
2007:Q4,0,0,0,0,267,267,0,0,2990,284,2572,702,-6627,-662,-3083,-900,258,-3513,-51,2509,2212,297,1136,1136,19662,19662,-1185,-22970,38849,-1185,-22970,38849
2008:Q1,0,0,0,0,-1233,-1233,1336,1336,9692,418,9243,867,10209,1044,5039,3126,1309,1665,114,-19198,-10680,-8518,3684,3684,-429,-429,26123,35183,-2675,26123,35183,-2675
2008:Q2,0,0,0,0,4730,4730,392,392,-310,417,-760,867,13280,1044,6860,4646,1040,1664,114,-690,-3258,2568,3684,3684,1608,1608,25670,13540,6934,25670,13540,6934
2008:Q3,0,0,0,0,-11938,-11938,-181,-181,2780,416,2331,865,17908,1043,9179,6239,1757,1664,112,-23335,-12651,-10684,3684,3684,6496,6496,25619,1263,60420,25619,1263,60420
2008:Q4,0,0,0,0,-7722,-7722,1625,1625,891,417,442,866,-4564,1044,-1541,-3103,-654,1664,114,-32783,-16028,-16755,3686,3686,18827,18827,25451,-33278,63961,25451,-33278,63961
2009:Q1,0,0,0,0,-10614,-10614,-493,-493,3114,113,2793,434,-4017,-1052,1389,-1352,-2781,-2769,444,10855,14407,-3552,-2152,-2152,-4201,-4201,9803,42742,33587,9803,42742,33587
2009:Q2,0,0,0,0,-6865,-6865,-1654,-1654,1288,112,967,433,-2494,-1052,1933,-648,-2508,-2767,444,39110,26341,12769,-2151,-2151,1169,1169,9455,14934,244259,9455,14934,244259
2009:Q3,0,0,3000,3000,-8230,-8230,-382,-382,5552,111,5232,431,-1203,-1053,2551,-153,-2326,-2770,442,38101,26426,11675,-2151,-2151,1122,1122,9468,3225,90271,9468,3225,90271
2009:Q4,0,0,0,0,-6883,-6883,-2355,-2355,-794,112,-1115,433,-5344,-1052,-84,-1814,-2173,-2769,444,25612,21059,4553,-2151,-2151,18477,18477,9555,-44000,46134,9555,-44000,46134
2010:Q1,0,0,0,0,-2095,-2095,2502,2502,1084,330,619,795,-4388,-1350,-12632,1851,7257,-3017,803,5742,1239,4503,3845,3845,-1076,-1076,-4316,36575,83563,-4316,36575,83563
2010:Q2,0,0,0,0,-6776,-6776,896,896,4947,331,4482,796,3173,-1350,-9086,4943,8181,-3018,803,-16512,-8548,-7964,3846,3846,1144,1144,-4747,16432,-2556,-4747,16432,-2556
2010:Q3,0,0,0,0,-2182,-2182,-2900,-2900,6221,329,5756,794,973,-1350,-9840,4020,7658,-3017,802,14196,4444,9752,3847,3847,3923,3923,-5626,3955,139825,-5626,3955,139825
2010:Q4,0,0,0,0,-3076,-3076,2153,2153,1331,329,866,794,-7364,-1351,-14164,789,6876,-3019,803,10767,2998,7769,3845,3845,18493,18493,-6168,-40565,87642,-6168,-40565,87642
2011:Q1,0,0,0,0,-125,-125,374,374,2774,348,2234,888,2420,946,2428,-713,-2290,1626,2315,12385,6914,5471,740,740,-86,-86,-978,35970,72872,-978,35970,72872
2011:Q2,0,0,0,0,-2336,-2336,481,481,2626,346,2085,887,16138,946,8810,4844,-512,1626,2316,4450,4953,-503,740,740,-6344,-6344,-972,108697,47026,-972,108697,47026
2011:Q3,0,0,0,0,-5096,-5096,-1250,-1250,6963,348,6423,888,10394,944,5906,2589,-1095,1623,2315,-2993,4040,-7033,740,740,8981,8981,-844,-84555,39359,-844,-84555,39359
2011:Q4,0,0,0,0,356,356,-70,-70,2360,346,1820,886,17879,946,10089,5498,-703,1626,2315,8232,5360,2872,740,740,15980,15980,-1204,-41766,145084,-1204,-41766,145084
2012:Q1,0,0,0,0,-1253,-1253,1836,1836,1893,553,1481,965,-2526,951,-5633,-1505,2903,2281,379,3773,1477,2296,-3080,-3080,-1152,-1152,4831,38474,40239,4831,38474,40239
2012:Q2,0,0,0,0,2456,2456,1871,1871,-1626,551,-2038,963,5689,950,-2237,1982,4235,2279,380,-3385,769,-4154,-3081,-3081,2853,2853,3481,15605,28649,3481,15605,28649
2012:Q3,0,0,0,0,1113,1113,410,410,6759,552,6347,964,4614,950,-2488,1582,3813,2279,378,1626,846,780,-3080,-3080,-1669,-1669,1959,2026,110846,1959,2026,110846
2012:Q4,0,0,0,0,-2987,-2987,-3451,-3451,-452,551,-864,963,14829,950,2700,5702,4719,2279,379,44,703,-659,-3080,-3080,13314,13314,484,-9728,26105,484,-9728,26105
2013:Q1,0,0,0,0,1010,1010,997,997,1259,484,752,991,-4468,288,6300,-2954,-7033,-1422,929,308,-616,924,-619,-619,-1136,-1136,35104,10408,109575,35104,10408,109575
2013:Q2,0,0,0,0,-6899,-6899,1902,1902,2825,482,2318,989,3789,287,10116,373,-5919,-1425,931,-3269,-1093,-2176,-617,-617,-2385,-2385,32642,108936,44019,32642,108936,44019
2013:Q3,0,0,0,0,-1200,-1200,-1005,-1005,6532,484,6026,990,52,287,8457,-1163,-6461,-1423,929,-1652,-764,-888,-618,-618,-265,-265,30007,38348,94730,30007,38348,94730
2013:Q4,0,0,0,0,-1933,-1933,1109,1109,1427,482,920,989,-2303,287,7436,-2171,-6785,-1425,929,2290,-734,3024,-618,-618,15943,15943,27439,-169354,97094,27439,-169354,97094
2014:Q1,0,0,0,0,-3065,-3065,980,980,5909,417,5153,1173,1458,959,-1708,1587,2588,38,-88,-4945,-769,-4176,-716,-716,-686,-686,9875,34487,84432,9875,34487,84432
2014:Q2,0,0,0,0,3922,3922,1374,1374,5419,418,4663,1174,8075,961,828,4463,3794,39,-88,-3265,-929,-2336,-717,-717,2754,2754,10373,19127,35772,10373,19127,35772
2014:Q3,0,0,0,0,2971,2971,-659,-659,2855,415,2100,1170,6732,959,261,3851,3629,38,-88,-1673,-1175,-498,-716,-716,-160,-160,10877,2414,17972,10877,2414,17972
2014:Q4,0,0,0,0,3821,3821,-470,-470,717,417,-39,1173,-1694,959,-3691,332,2676,37,-89,-3086,-1143,-1943,-716,-716,8470,8470,11335,-37930,72620,11335,-37930,72620
2015:Q1,0,0,0,0,3044,3044,1110,1110,3354,521,2914,961,-294,1128,4018,-1363,-3335,799,715,-1885,-1627,-258,3790,3790,-4072,-4072,16599,70131,50644,16599,70131,50644
2015:Q2,0,0,0,0,-820,-820,865,865,-100,521,-539,960,8785,1128,8287,2149,-2039,799,717,-1455,-1677,222,3791,3791,-2644,-2644,15440,85381,6133,15440,85381,6133
2015:Q3,0,0,0,0,-3947,-3947,-220,-220,4646,521,4206,961,11207,1127,9741,2932,-1850,796,715,-2471,-1766,-705,3790,3790,436,436,14280,43824,10032,14280,43824,10032
2015:Q4,0,0,0,0,4603,4603,-31,-31,-294,520,-733,959,290,1128,4263,-1413,-2946,799,715,-1003,-1765,762,3791,3791,13665,13665,13124,-192983,105840,13124,-192983,105840
2016:Q1,0,0,0,0,-847,-847,1184,1184,5838,-2124,5040,-1326,10457,3020,7743,1393,-1006,5048,299,5016,2575,2441,2206,2206,-1722,-1722,13708,34637,58353,13708,34637,58353
2016:Q2,0,0,0,0,1747,1747,820,820,5650,-2122,4852,-1324,13302,3021,8990,2521,-535,5049,298,1788,2614,-826,2205,2205,2010,2010,13848,18858,55658,13848,18858,55658
2016:Q3,0,0,0,0,367,367,-965,-965,2200,-2125,1403,-1328,15951,3019,10003,3678,-56,5047,298,1558,2582,-1024,2207,2207,-5,-5,14005,1614,76046,14005,1614,76046
2016:Q4,0,0,0,0,5406,5406,-1362,-1362,2767,-2124,1969,-1326,4206,3020,4323,-1030,-1413,5048,298,26003,2251,23752,2206,2206,12583,12583,14221,-62121,54711,14221,-62121,54711
2017:Q1,0,0,0,0,2558,2558,1374,1374,6771,-165,5630,976,3672,5357,383,-2624,-633,9308,2595,-3241,-1187,-2054,4792,4792,-2248,-2248,-16010,61482,74110,-16010,61482,74110
2017:Q2,0,0,0,0,3782,3782,422,422,2130,-166,988,976,24006,5358,9995,5636,1832,9307,2594,27,-1278,1305,4791,4791,-2003,-2003,-16520,90186,40525,-16520,90186,40525
2017:Q3,0,0,0,0,7398,7398,57,57,2796,-165,1655,976,55562,5357,26947,17889,4181,9308,2594,3875,-1259,5134,4791,4791,2029,2029,-17045,-103321,40481,-17045,-103321,40481
2017:Q4,0,0,0,0,-1783,-1783,-72,-72,5683,-167,4542,974,-7452,5357,-5709,-6938,-1348,9306,2594,7828,-1269,9097,4792,4792,11777,11777,-17574,-42390,50710,-17574,-42390,50710
2018:Q1,0,0,0,0,2697,2697,2434,2434,10166,-366,8673,1127,8785,453,3873,1859,-961,2189,2278,-3117,191,-3308,-8638,-8638,-329,-329,18577,11983,-16946,18577,11983,-16946
2018:Q2,0,0,0,0,1429,1429,-149,-149,1725,-366,232,1127,12321,454,4720,3466,121,2191,2277,1344,250,1094,-8639,-8639,1358,1358,18798,17603,74862,18798,17603,74862
2018:Q3,0,0,0,0,807,807,847,847,7051,-367,5559,1125,20405,452,9034,6620,738,2188,2277,7939,250,7689,-8639,-8639,-816,-816,19031,-15497,119725,19031,-15497,119725
2018:Q4,0,0,0,0,-1846,-1846,-1233,-1233,7819,-367,6326,1126,2549,453,275,-529,-1210,2189,2277,-10987,32,-11019,-8639,-8639,13695,13695,19303,-67251,45561,19303,-67251,45561
2019:Q1,0,0,0,0,3379,3379,1460,1460,5155,198,4529,824,5755,1369,648,1559,1796,2618,503,5141,-2115,7256,-1144,-1144,-3726,-3726,18757,58114,64954,18757,58114,64954
2019:Q2,0,0,0,0,-457,-457,-695,-695,3237,198,2610,825,14380,1368,4607,5105,2914,2618,504,-1438,-2171,733,-1143,-1143,304,304,18481,94718,64954,18481,94718,64954
2019:Q3,0,0,0,0,1056,1056,874,874,3046,198,2420,824,6965,1369,596,2269,2349,2617,503,-4861,-2206,-2655,-1145,-1145,1186,1186,18195,-116438,64686,18195,-116438,64686
2019:Q4,0,0,0,0,2052,2052,-121,-121,6171,197,5545,823,16879,1368,6151,6086,2890,2617,503,-883,-2179,1296,-1144,-1144,16610,16610,17901,-78990,64687,17901,-78990,64687
2020:Q1,0,0,0,0,6352,6352,2521,2521,3286,1452,2537,2201,7149,-818,2120,2768,1015,959,-531,1764,3870,-2106,-685,-685,-1757,-1757,-1663,27297,64675,-1663,27297,64675
2020:Q2,0,0,0,0,4420,4420,-953,-953,4613,1453,3865,2201,18784,-817,7478,7562,2495,961,-529,4980,3545,1435,-685,-685,-2944,-2944,-1583,26940,64677,-1583,26940,64677
2020:Q3,0,0,0,0,7970,7970,-410,-410,6960,1451,6211,2200,29290,-819,13147,11657,3240,958,-531,6909,3685,3224,-685,-685,67,67,-1594,-19889,64482,-1594,-19889,64482
2020:Q4,0,0,0,0,4311,4311,-1090,-1090,2942,1452,2194,2200,2,-818,-1446,21,181,959,-531,5867,3591,2276,-686,-686,12870,12870,-1560,-69753,64481,-1560,-69753,64481
2021:Q1,0,0,0,0,11679,11679,2126,2126,3459,558,2988,1029,31624,4056,12554,10455,4328,6849,1494,656,-1611,2267,-1626,-1626,-1452,-1452,31070,24194,64138,31070,24194,64138
2021:Q2,0,0,0,0,15430,15430,-830,-830,563,559,92,1030,26400,4057,9262,8536,4317,6849,1493,2930,-1776,4706,-1628,-1628,3560,3560,29856,5799,64127,29856,5799,64127
2021:Q3,0,0,0,0,10717,10717,-22,-22,6558,558,6087,1029,49185,4055,20653,17641,6605,6848,1493,830,-1645,2475,-1627,-1627,2847,2847,28582,29939,60108,28582,29939,60108
2021:Q4,0,0,0,0,4892,4892,196,196,5217,557,4746,1028,4006,4056,-1618,-520,1859,6848,1493,3247,-1816,5063,-1627,-1627,16492,16492,27366,-154225,60104,27366,-154225,60104
2022:Q1,0,0,0,0,14884,14884,1759,1759,2560,-358,3416,-1214,18756,3203,10918,3541,428,6686,386,6168,1564,4604,593,593,1731,1731,37698,14522,60250,37698,14522,60250
2022:Q2,0,0,0,0,2046,2046,-803,-803,-1338,-358,-483,-1213,39361,3204,19488,12189,3816,6687,385,4534,2093,2441,593,593,6528,6528,45675,-3643,60241,45675,-3643,60241
