date,FA226330005.Q,FA225013005.Q,FA224090005.Q,FA223020043.Q,FA223030043.Q,FA223034005.Q,FA222051043.Q,FA224022045.Q,FA223069143.Q,FA223061143.Q,FA223061743.Q,FA223062043.Q,FA223063045.Q,FA223065043.Q,FA223064145.Q,FA223064205.Q,FA223090005.Q,FA223095505.Q,FA223073045.Q,FA223093005.Q,FA224190005.Q,FA224090045.Q,FA224090055.Q
1957:Q1,1,1,3136,40,0,0,0,1380,0,468,28,416,468,120,44,0,1552,0,1552,0,3136,3136,0
1957:Q2,1,1,3212,56,0,0,0,1372,0,212,32,432,696,140,52,0,1592,0,1592,0,3212,3212,0
1957:Q3,1,1,3284,56,0,0,0,1624,0,132,28,436,1028,156,52,0,1396,0,1396,0,3284,3284,0
1957:Q4,1,1,3360,36,0,0,0,1352,0,-356,32,432,1244,164,56,0,1752,0,1752,0,3360,3360,0
1958:Q1,1,0,3469,20,0,0,0,1916,0,184,20,436,1276,176,56,0,1301,0,1301,0,3468,3469,0
1958:Q2,1,0,3557,12,0,0,0,968,0,-616,20,448,1116,188,56,0,2333,0,2333,0,3556,3557,0
1958:Q3,1,0,3645,0,0,0,0,1516,0,40,20,432,1024,200,60,0,1869,0,1869,0,3644,3645,0
1958:Q4,1,0,3733,-4,0,0,0,1636,0,244,20,380,992,220,60,0,1821,0,1821,0,3732,3733,0
1959:Q1,1,1,3780,-12,0,0,0,1628,0,324,28,340,936,224,68,0,1872,0,1872,0,3780,3780,0
1959:Q2,1,1,3852,-28,0,0,0,1276,0,96,32,304,844,220,76,0,2308,0,2308,0,3852,3852,0
1959:Q3,1,1,3920,-28,0,0,0,2024,0,896,28,272,828,256,76,0,1592,0,1592,0,3920,3920,0
1959:Q4,1,1,3992,-24,0,0,0,1544,0,448,28,236,832,324,80,0,2068,0,2068,0,3992,3992,0
1960:Q1,1,0,4101,8,0,0,0,1972,0,804,52,216,900,396,80,0,1645,0,1645,0,4100,4101,0
1960:Q2,1,0,4189,24,0,0,0,1516,0,244,48,204,1020,472,76,0,2101,0,2101,0,4188,4189,0
1960:Q3,1,0,4277,28,0,0,0,1124,0,-284,52,148,1208,496,84,0,2545,0,2545,0,4276,4277,0
1960:Q4,1,0,4361,28,0,0,0,1756,0,232,48,52,1424,468,104,0,2005,0,2005,0,4360,4361,0
1961:Q1,1,0,4529,32,0,0,0,2220,0,576,72,-28,1600,456,128,0,1693,0,1693,0,4528,4529,0
1961:Q2,1,0,4645,36,0,0,0,1772,0,68,76,-100,1728,464,148,0,2225,0,2225,0,4644,4645,0
1961:Q3,1,0,4765,36,0,0,0,1672,0,-28,76,-176,1800,452,160,0,2445,0,2445,0,4764,4765,0
1961:Q4,1,0,4885,32,0,0,0,1332,0,-260,76,-268,1784,412,172,0,2937,0,2937,0,4884,4885,0
1962:Q1,1,0,5005,32,0,0,0,2576,0,900,216,-352,1812,376,184,0,1837,0,1837,0,5004,5005,0
1962:Q2,1,0,5125,36,0,0,0,1672,0,200,72,-468,1868,336,196,0,2885,0,2885,0,5124,5125,0
1962:Q3,1,0,5245,32,0,0,0,1692,0,200,148,-512,1856,324,204,0,2993,0,2993,0,5244,5245,0
1962:Q4,1,0,5365,20,0,0,0,1192,0,-100,60,-504,1736,348,204,0,3601,0,3601,0,5364,5365,0
1963:Q1,0,1,5483,16,0,0,0,1668,0,400,-32,-488,1788,356,200,0,3243,0,3243,0,5484,5483,0
1963:Q2,0,1,5603,8,0,0,0,2524,0,1100,-24,-516,1964,356,196,0,2519,0,2519,0,5604,5603,0
1963:Q3,1,1,5724,4,0,0,0,1900,0,300,-120,-508,2228,368,208,0,3244,0,3244,0,5724,5724,0
1963:Q4,1,1,5844,-4,0,0,0,1808,0,-160,-16,-488,2472,400,232,0,3408,0,3408,0,5844,5844,0
1964:Q1,1,1,5964,0,0,0,0,2864,0,860,-24,-440,2468,416,248,0,2436,0,2436,0,5964,5964,0
1964:Q2,1,1,6080,0,0,0,0,2908,0,1000,136,-420,2192,424,264,0,2484,0,2484,0,6080,6080,0
1964:Q3,2,1,6201,0,0,0,0,1976,0,364,-24,-392,2028,460,280,0,3485,0,3485,0,6200,6201,0
1964:Q4,2,1,6321,-8,0,0,0,1496,0,-144,48,-364,1956,532,300,0,4001,0,4001,0,6320,6321,0
1965:Q1,0,1,6563,0,0,0,0,3196,0,1548,-20,-320,1988,604,320,0,2443,0,2443,0,6564,6563,0
1965:Q2,0,1,6735,0,0,0,0,2540,0,692,20,-288,2116,672,332,0,3191,0,3191,0,6736,6735,0
1965:Q3,1,1,6904,4,0,0,0,1628,0,-956,416,-256,2424,712,360,0,4200,0,4200,0,6904,6904,0
1965:Q4,1,1,7076,20,0,0,0,1676,0,-792,28,-236,2676,716,396,0,4268,0,4268,0,7076,7076,0
1966:Q1,1,2,7203,32,0,0,0,3368,0,636,40,-184,2876,760,440,0,2603,0,2603,0,7204,7203,0
1966:Q2,1,2,7359,40,0,0,0,2336,0,-1064,480,-144,3064,828,476,0,3679,0,3679,0,7360,7359,0
1966:Q3,1,2,7511,56,0,0,0,3584,0,480,196,-120,3028,804,508,0,2559,0,2559,0,7512,7511,0
1966:Q4,1,2,7667,76,0,0,0,2380,0,-204,-76,-128,2788,688,528,0,3995,0,3995,0,7668,7667,0
1967:Q1,1,2,7987,156,0,0,0,1952,0,-1260,68,-80,3224,660,580,0,4639,0,4639,0,7988,7987,0
1967:Q2,1,3,8206,32,68,0,0,2700,0,-616,300,-76,3092,664,576,0,4166,0,4166,0,8208,8206,0
1967:Q3,3,2,8433,-136,208,0,0,2932,0,-1352,60,-72,4296,312,760,0,4357,0,4357,0,8432,8433,0
1967:Q4,3,4,8651,-312,368,0,0,3796,0,-572,104,-72,4336,312,764,0,3723,0,3723,0,8652,8651,0
1968:Q1,1,4,9369,248,-212,0,0,2164,0,216,-108,124,1932,580,1080,0,5509,0,5509,0,9372,9369,0
1968:Q2,1,4,9789,152,-132,0,0,3124,0,-396,1080,-260,2700,484,1172,0,4989,0,4989,0,9792,9789,0
1968:Q3,3,4,10215,104,284,0,0,3036,0,-388,440,48,2936,24,1284,0,5483,0,5483,0,10216,10215,0
1968:Q4,3,4,10635,-208,336,0,0,3680,0,-408,1088,-8,3008,348,1732,0,4747,0,4747,0,10636,10635,0
1969:Q1,1,4,10973,480,-712,0,0,3184,0,-284,108,16,3344,256,1208,0,6557,0,6557,0,10976,10973,0
1969:Q2,1,4,11357,-728,364,0,0,3792,0,-140,112,-72,3892,196,2120,0,5613,0,5613,0,11360,11357,0
1969:Q3,3,4,11751,56,272,0,0,4400,0,-476,348,-80,4608,300,1720,0,5003,0,5003,0,11752,11751,0
1969:Q4,3,4,12135,-80,-164,0,0,3084,0,-1036,56,-68,4132,100,2104,0,7091,0,7091,0,12136,12135,0
1970:Q1,2,4,12658,-292,-128,0,0,3840,0,-408,104,-92,4236,300,1896,0,7042,0,7042,0,12660,12658,0
1970:Q2,2,5,13101,280,284,0,0,3320,0,-624,68,-596,4472,632,2244,0,6341,0,6341,0,13104,13101,0
1970:Q3,3,5,13542,-128,-168,0,0,5332,0,380,-132,-104,5188,-76,1520,0,7062,0,7062,0,13544,13542,0
1970:Q4,3,4,13987,456,184,0,0,2664,0,-680,-340,-404,4088,524,2888,0,7271,0,7271,0,13988,13987,0
1971:Q1,3,5,14930,-144,80,0,0,3704,0,-896,-308,32,4876,396,2768,0,8126,0,8126,0,14932,14930,0
1971:Q2,3,5,15574,272,-212,0,0,3032,0,-1816,-56,8,4896,604,3052,0,8826,0,8826,0,15576,15574,0
1971:Q3,3,6,16217,120,-24,0,0,2556,0,-220,192,32,2552,32,3844,0,9689,0,9689,0,16220,16217,0
1971:Q4,3,6,16861,392,-104,0,0,2332,0,-1900,384,408,3440,440,3076,0,10725,0,10725,0,16864,16861,0
1972:Q1,3,3,17736,620,-436,0,0,4240,0,-1052,496,308,4488,84,2052,0,11176,0,11176,0,17736,17736,0
1972:Q2,3,3,18468,176,-24,0,0,4240,0,360,528,948,2404,-208,3616,0,10668,0,10668,0,18468,18468,0
1972:Q3,4,4,19204,-96,128,0,0,4308,0,-320,576,-1372,5424,332,4440,0,10092,0,10092,0,19204,19204,0
1972:Q4,4,4,19940,176,504,0,0,4692,0,-184,644,-376,4608,520,4600,0,9448,0,9448,0,19940,19940,0
1973:Q1,3,3,20368,-620,452,0,0,4908,0,360,716,-1628,5460,648,5388,0,9592,0,9592,0,20368,20368,0
1973:Q2,3,3,20980,208,500,0,0,5144,0,-908,784,-344,5612,756,3360,0,11012,0,11012,0,20980,20980,0
1973:Q3,4,5,21595,-256,924,0,0,5896,0,-1728,1440,456,5728,268,2244,0,12519,0,12519,0,21596,21595,0
1973:Q4,4,5,22207,-224,560,0,0,4100,0,-2080,1976,164,4040,1012,2652,0,14107,0,14107,0,22208,22207,0
1974:Q1,3,4,22820,-740,348,0,0,5060,0,-2672,1932,616,5184,544,2940,0,14668,0,14668,0,22820,22820,0
1974:Q2,3,4,23432,-216,1184,0,0,6692,0,184,1312,-1604,6800,212,2152,0,13408,0,13408,0,23432,23432,0
1974:Q3,4,6,24047,-140,760,0,0,7400,0,-1484,1024,-784,8644,372,1056,0,14599,0,14599,0,24048,24047,0
1974:Q4,4,6,24659,-64,680,0,0,3704,0,280,728,-1060,3756,1116,4128,0,15095,0,15095,0,24660,24659,0
1975:Q1,3,4,25491,252,1072,0,0,7232,0,-104,544,-776,7568,12,1628,0,15295,0,15295,0,25492,25491,0
1975:Q2,3,4,26191,60,-492,0,0,9520,0,2624,468,-244,6672,420,1996,0,14687,0,14687,0,26192,26191,0
1975:Q3,5,5,26892,-144,-1384,0,0,7504,0,1332,836,712,4624,260,2908,0,17748,0,17748,0,26892,26892,0
1975:Q4,5,5,27592,-84,-684,0,0,11864,0,-32,836,4136,6924,-1332,3020,0,14808,0,14808,0,27592,27592,0
1976:Q1,3,5,27642,-40,-424,0,0,9368,0,2072,1128,1012,5156,4,2128,0,16606,0,16606,0,27644,27642,0
1976:Q2,3,5,28086,80,272,0,0,14524,0,2296,1276,3828,7124,320,3316,0,9574,0,9574,0,28088,28086,0
1976:Q3,5,5,28528,-124,-312,0,0,9124,0,1072,1680,932,5440,8,3296,0,16536,0,16536,0,28528,28528,0
1976:Q4,5,5,28968,48,372,0,0,3964,0,628,2244,-92,1184,428,3724,0,20432,0,20432,0,28968,28968,0
1977:Q1,4,3,30233,-120,-200,0,0,6000,0,2620,6304,-1952,-972,-192,3232,0,21513,0,21513,0,30232,30233,0
1977:Q2,4,3,31005,256,1212,0,0,12324,0,7424,828,3024,1048,720,3232,0,13261,0,13261,0,31004,31005,0
1977:Q3,6,4,31774,80,328,0,0,13020,0,756,880,-288,11672,-968,4088,0,15226,0,15226,0,31772,31774,0
1977:Q4,6,4,32546,-160,-268,0,0,13520,0,12,2984,-48,10572,1676,4160,0,13618,0,13618,0,32544,32546,0
1978:Q1,4,4,33096,208,1368,0,0,13156,0,3456,5532,-632,4800,164,2564,0,15636,0,15636,0,33096,33096,0
1978:Q2,4,4,33776,220,1140,0,0,17944,0,5884,1532,1384,9144,656,2528,0,11288,0,11288,0,33776,33776,0
1978:Q3,4,4,34460,128,1572,0,0,13820,0,1792,2280,-256,10004,644,2864,0,15432,0,15432,0,34460,34460,0
1978:Q4,4,4,35140,-136,-328,0,0,20016,0,-356,8176,1132,11064,716,2560,0,12312,0,12312,0,35140,35140,0
1979:Q1,4,7,36218,296,1572,0,0,7848,0,4892,1868,488,600,844,1072,0,24586,0,24586,0,36220,36218,0
1979:Q2,4,7,37062,80,388,0,0,17528,0,10600,256,-824,7496,880,2988,0,15198,0,15198,0,37064,37062,0
1979:Q3,6,8,37903,20,844,0,0,3888,0,-160,-1724,52,5720,1220,8060,0,23871,0,23871,0,37904,37903,0
1979:Q4,6,8,38747,328,1612,0,0,8920,0,5676,5180,120,-2056,1128,4472,0,22287,0,22287,0,38748,38747,0
1980:Q1,5,10,40480,200,444,0,0,21768,0,5812,2484,764,12708,1800,3584,840,11844,0,11772,72,40484,39640,840
1980:Q2,5,9,39761,192,-52,0,0,29900,0,5692,7208,-304,17304,964,3516,-744,5985,0,5917,68,39764,40505,-744
1980:Q3,6,10,42205,-300,12,0,0,15076,0,9668,1076,-416,4748,1208,5212,836,20161,0,20089,72,42208,41369,836
1980:Q4,6,11,43024,56,500,0,0,10572,0,3712,4124,552,2184,1172,9016,792,20916,0,20848,68,43028,42232,792
1981:Q1,6,10,44325,724,1692,0,0,12772,0,6020,4472,-556,2836,1104,4432,-4,23605,0,23533,72,44328,44329,-4
1981:Q2,6,10,45921,-272,-1384,0,0,27128,0,8396,2988,300,15444,1744,8528,232,9945,0,9877,68,45924,45689,232
1981:Q3,7,12,48356,108,2140,0,0,14748,0,2736,4692,-544,7864,2392,10700,1312,16956,0,16884,72,48360,47044,1312
1981:Q4,7,13,48996,-476,-1932,0,0,26012,0,9396,8516,-12,8112,1276,4620,596,18900,0,18828,72,49004,48400,596
1982:Q1,8,12,50390,112,636,0,0,23944,0,7924,11948,-820,4892,1884,5952,292,17570,0,17450,120,50396,50098,292
1982:Q2,8,12,52042,432,2552,0,0,24556,0,11488,2624,788,9656,944,2212,452,20894,0,20770,124,52048,51590,452
1982:Q3,8,11,53831,304,1892,0,0,22836,0,13728,13784,-1192,-3484,1764,-3044,748,29331,0,29207,124,53836,53083,748
1982:Q4,8,11,55131,580,3636,0,0,10544,0,4196,11884,-1676,-3860,424,18984,552,20411,0,20287,124,55136,54579,552
1983:Q1,8,14,55885,884,5432,0,656,12588,656,11656,4116,-3072,-768,840,19644,-452,16293,0,16153,140,55892,56337,-452
1983:Q2,8,13,58241,96,1628,0,968,17856,968,15440,3268,480,-2300,464,13260,304,23665,0,23457,208,58248,57937,304
1983:Q3,9,14,60829,-260,-1808,0,1156,-6852,1156,10424,1000,-240,-19192,200,25684,1292,41417,0,41133,284,60836,59537,1292
1983:Q4,9,14,62193,956,5920,0,1220,5412,1220,10528,11384,-1692,-16028,2008,21364,1056,24257,0,23909,348,62200,61137,1056
1984:Q1,10,20,62055,892,5276,0,1284,26236,1284,22604,3760,604,-2016,300,7120,1420,19527,0,19667,-140,62064,60635,1420
1984:Q2,10,21,61106,668,3956,0,1344,42492,1344,18464,-5564,452,27796,836,1832,-288,10266,0,10406,-140,61116,61394,-288
1984:Q3,12,23,62679,852,6536,0,1532,31268,1532,20616,2764,-784,7140,104,11076,528,10783,0,10851,-68,62692,62151,528
1984:Q4,12,24,63958,-16,-3068,0,1840,34972,1840,14332,15264,-2136,5672,1176,9064,1048,18942,0,19154,-212,63972,62910,1048
1985:Q1,11,24,65302,1360,8500,0,2156,-2712,2156,23632,748,64,-29312,256,21068,428,34246,0,34178,68,65316,64874,428
1985:Q2,11,24,66462,2188,2116,0,2468,22240,2468,13472,-10616,-1088,18004,104,39472,348,-2474,0,-2546,72,66476,66114,348
1985:Q3,12,24,67734,-1560,-1860,0,2656,34072,2656,10880,2860,-212,17888,-96,16384,376,17762,0,17618,144,67748,67358,376
1985:Q4,12,25,68954,-580,-3288,5708,2720,22968,2720,21892,-13728,-388,12472,-48,37356,356,3762,0,3562,200,68968,68598,356
1986:Q1,13,29,72609,-204,2980,268,2856,24168,2856,38580,-12892,-760,-3616,364,25240,2772,14165,0,13769,396,72624,69845,2764
1986:Q2,13,27,71065,-400,444,-56,3064,29736,3064,13916,4492,1032,7232,-812,19680,-2676,22085,0,21721,364,71080,71089,-24
1986:Q3,14,28,72688,1196,-10352,428,3500,51152,3500,24388,7524,-644,16384,668,25836,-3052,3312,0,3348,-36,72704,72332,356
1986:Q4,14,28,73996,2332,-6816,552,3660,72868,3660,42900,968,-1304,26644,744,25400,-1168,-23576,0,-23700,124,74012,73576,420
1987:Q1,14,32,77660,2508,-9952,128,3764,46252,3764,29944,7080,-624,6088,-868,34216,9036,-7424,0,-7696,272,77680,75324,2336
1987:Q2,14,33,76959,2368,-6600,512,3836,24336,3836,26752,5576,212,-12040,-420,45544,6352,1031,0,1051,-20,76980,76771,188
1987:Q3,17,36,78119,1644,-2936,208,3036,17164,3036,23644,6464,164,-16144,720,32824,6016,19443,0,20027,-584,78140,78219,-100
1987:Q4,17,38,79242,528,788,312,1372,39848,1372,13808,136,644,23888,-308,16904,-3708,23506,0,23698,-192,79264,79662,-420
1988:Q1,18,43,80833,32,2180,388,-100,16220,-100,18816,-10536,-564,8604,468,24460,-1652,38837,0,39013,-176,80860,80977,-144
1988:Q2,19,44,83121,972,416,1400,-1388,32452,-1388,-2520,-3036,300,39096,756,15576,-1244,34181,0,34357,-176,83148,82373,748
1988:Q3,20,46,83912,-1436,2492,804,-1728,21000,-1728,23200,-44,-480,52,-204,36092,-4172,31064,0,30948,116,83940,83764,148
1988:Q4,20,46,85716,-1304,2512,592,-1140,16324,-1140,7676,-16840,-356,26984,68,15276,-1776,55164,0,48744,6420,85744,85160,556
1989:Q1,20,45,89078,-2900,4028,1112,548,42276,548,1592,10292,-264,30108,-1884,7408,-1112,39602,0,37138,2464,89104,88662,416
1989:Q2,20,47,91481,-368,1180,1044,132,42748,132,2428,24032,-256,16412,-56,14104,-8,32705,0,27961,4744,91508,90897,584
1989:Q3,22,50,93440,-1180,1728,636,692,20964,692,6136,13860,-268,544,708,14004,164,55724,0,50600,5124,93468,93132,308
1989:Q4,22,51,96159,-508,840,1184,-3292,18944,-3292,-3208,15240,-272,10476,16,20680,-1284,59579,0,55303,4276,96188,95367,792
1990:Q1,24,59,98177,2476,-2324,976,1064,65900,1064,41472,12044,844,10476,-472,-4644,-392,35593,0,34233,1360,98212,97401,776
1990:Q2,24,59,100325,2112,-2104,-80,5764,28940,5764,22148,7484,28,-6484,248,18212,3908,43325,0,38445,4880,100360,99557,768
1990:Q3,26,60,102342,1592,-604,492,1640,9688,1640,7384,20680,-964,-19052,272,29220,-3328,63370,0,64186,-816,102376,101714,628
1990:Q4,26,58,104942,1032,-404,760,1652,-25484,1652,-7648,6384,912,-26784,3000,47328,2920,74138,0,73314,824,104976,103870,1072
1991:Q1,29,62,105980,-2432,27828,-2276,6208,18348,6208,35636,336,-436,-23396,2004,35064,6396,14840,0,30524,-15684,106012,107688,-1708
1991:Q2,29,61,111644,1096,-9712,312,10920,15736,10920,6436,6864,492,-8976,-960,22300,3792,68160,0,64748,3412,111676,110508,1136
1991:Q3,29,58,114280,-6408,-9312,1044,17420,-11684,17420,-59220,-400,248,30268,1412,40304,7320,74184,0,73108,1076,114308,113328,952
1991:Q4,29,58,117575,3076,-4296,88,-8008,-15192,-8008,6184,-26052,280,12404,844,58680,5848,76535,0,78179,-1644,117604,116147,1428
1992:Q1,30,70,120633,612,-1688,-20,1724,38752,1724,25640,-10520,-260,22168,-2852,8432,4980,70693,0,70225,468,120672,120205,428
1992:Q2,30,71,124733,1900,-192,88,5544,20872,5544,24220,-24688,-80,15876,3572,20896,6028,66025,0,66013,12,124776,123517,1216
1992:Q3,32,72,127746,7896,-1792,556,11552,65600,11552,78872,-4800,-624,-19400,-3040,2624,1588,42762,0,45578,-2816,127788,126838,908
1992:Q4,32,75,132073,424,-3872,340,4428,25064,4428,23428,-33100,268,30040,588,23440,8584,73077,0,71049,2028,132116,130157,1916
1993:Q1,34,88,129371,-2716,2596,1588,2156,-4944,2156,5664,-28084,60,15260,-3232,62580,6036,65307,0,64935,372,129424,127999,1372
1993:Q2,34,88,130430,1172,4040,1372,4500,46928,4500,25712,-2648,628,18736,-4556,-2728,6580,73122,0,72770,352,130484,129130,1300
1993:Q3,34,88,125591,-2676,-188,268,-25828,68292,-25828,41820,8284,2420,41596,2196,24872,2420,56235,0,57927,-1692,125644,130263,-4672
1993:Q4,35,93,133097,4636,-9296,1220,2248,4848,2248,-17532,6588,596,12948,-2104,48296,8572,74677,0,75449,-772,133156,131389,1708
1994:Q1,30,65,134767,-4572,-1444,1688,-200,21336,-200,27540,19168,-2620,-22552,432,25812,5220,86495,0,87643,-1148,134804,133695,1072
1994:Q2,30,67,135603,1272,-1396,1184,10040,-1976,10040,-14776,17704,516,-15460,1216,33104,5376,86783,0,85775,1008,135640,135287,316
1994:Q3,32,70,139490,5372,-11536,228,8736,2616,8736,-13084,-26496,1036,32424,332,8768,11100,113874,0,111646,2228,139528,136878,2612
1994:Q4,32,71,139702,-1600,-612,752,10928,15712,10928,-7264,5928,32,6088,700,36584,59540,17698,0,17874,-176,139740,138474,1228
1995:Q1,32,73,141398,-6392,212,804,6776,81648,6776,37676,19172,-236,18260,792,-18200,16112,59646,0,61086,-1440,141440,140366,1032
1995:Q2,33,75,135294,-1808,232,1784,6952,5508,6952,-31008,13608,312,15644,644,24636,5608,91738,0,90322,1416,135336,142082,-6788
1995:Q3,33,77,145553,1832,6460,732,-7496,8900,-7496,-23756,32500,972,6680,752,34200,9040,91133,0,90121,1012,145596,143797,1756
1995:Q4,33,78,148600,-3752,1020,1128,8376,25380,8376,-12352,27704,1824,-172,768,32024,10536,73120,0,73252,-132,148644,145512,3088
1996:Q1,34,72,150400,2260,2020,1860,-20196,60704,-20196,21336,24452,1764,33348,752,-8088,684,110404,0,108984,1420,150440,148276,2124
1996:Q2,34,73,152072,4444,-4392,1016,7004,56780,7004,30156,3932,-3896,19584,792,-8996,1788,93636,0,92508,1128,152112,150412,1660
1996:Q3,35,76,152604,5212,-6388,2028,-2424,-46312,-2424,-30512,-20708,-3204,10536,808,91956,1144,106580,0,107260,-680,152644,152544,60
