date,FA174090005.Q,FA173020005.Q,FA173030005.Q,FA153030505.Q,FA173034005.Q,FA174022005.Q,FA173061105.Q,FA153061705.Q,FA173062005.Q,FA153063005.Q,FA174023005.Q,FA153064105.Q,FA153064205.Q,FA163070005.Q,FA153040005.Q,FA153050005.Q,FA173099005.Q,FA175050005.Q,FA175012005.Q,FA175013005.Q,FA155111003.Q,FA155420003.Q,FA115020005.Q,FA176300005.Q,FA176320005.Q,FA176330005.Q,FA156300103.Q,FA172010005.Q,FA175012865.Q,FA175013865.Q,FA155111005.Q,FA155420003.Q,FA115020005.Q,FA174190005.Q,FA173165105.Q,FA173165205.Q,FA153166000.Q,FA173169005.Q,FA173199005.Q,FA175440005.Q,FA176007025.Q,FA155111005.Q,FA313154015.Q,FA156600075.Q,FA176007005.Q,FA156007015.Q,FA176007085.Q,FA156012005.Q,FA176007026.Q,FA176007006.Q,FA156007016.Q,FA176007086.Q
1964:Q2,74396,6500,27304,-72,0,11652,10380,1004,2076,-1808,-3508,-4928,1144,0,4348,31072,884,106295,33856,18273,55087,-960,39,65604,10888,11565,43106,40691,22968,6708,11981,-960,39,39772,16460,8880,8855,1205,4372,3349,78664,11981,100,76,66659,56253,10406,473838,16.60150984340986,14.06794351905428,11.871778962430197,2.1961645566240815
1964:Q3,75860,13624,24360,-72,0,-1972,-6924,1024,3452,476,5636,-5892,1124,0,4428,32216,2408,107615,33421,18659,56849,-973,-341,66542,11062,11721,43714,41073,22359,6938,13135,-973,-341,36303,18004,8084,10079,852,-716,3427,84057,13135,216,84,70790,54746,16044,481587,17.454256082256542,14.699405972099914,11.367831772867623,3.33157419923229
1964:Q4,65168,1676,31876,-76,0,5444,-28,-608,3432,2648,1100,-13328,1384,0,4552,33044,-504,106743,33573,18906,54996,-983,251,67548,11251,11893,44357,39195,22322,7013,10639,-983,251,35033,17184,6832,8255,858,1904,3493,72822,10639,68,80,62195,59044,3151,488675,14.902017992272091,12.727362034836165,12.082467897887144,0.6448941369490224
1965:Q1,66456,3448,27732,-100,0,-4524,1028,-1276,-3568,-708,2548,-8036,2108,0,4392,35008,3880,115671,33722,19912,60357,-978,2658,68249,11451,12083,44665,47422,22271,7829,15692,-978,2658,37611,16988,5520,11967,1884,1252,3594,79861,15692,292,88,63965,55548,8417,496020,16.10041869071428,12.895709203193617,11.198741986210234,1.696967216983385
1965:Q2,70640,3764,23408,-92,0,11388,10464,3380,-680,-1776,928,-10052,564,0,4932,35316,484,116669,34096,20652,60267,-986,2640,69525,11673,12275,45525,47144,22423,8377,14742,-986,2640,39886,15624,9548,11799,1343,1572,3422,81320,14742,364,84,66298,56274,10024,504149,16.130199738264515,13.150525078590489,11.162176261383044,1.9883488172074446
1965:Q3,85348,22076,24084,-68,0,-756,-7796,2008,3848,1184,964,-8824,3348,0,5096,36576,2852,119025,34286,21199,62016,-997,2521,70629,11913,12469,46193,48396,22373,8730,15823,-997,2521,37895,18184,8628,9327,768,988,3614,99463,15823,376,84,83348,62591,20757,519863,19.132453795943206,16.032598641796824,12.039902820550799,3.992695821246026
1965:Q4,66956,-1916,34668,-76,0,144,-2544,-564,7108,-3856,4320,-15240,2272,0,4880,38168,-264,122118,34548,21981,64272,-1011,2328,71732,12173,12674,46829,50386,22375,9307,17443,-1011,2328,38305,17660,7048,7455,3926,2216,3802,82839,17443,76,80,65400,60598,4802,531956,15.572488959021639,12.294210304396067,11.391543661505839,0.9026666428902291
1966:Q1,81548,6744,18668,-80,0,16904,6100,2480,5412,2912,-1684,-13244,3948,0,4692,40792,4808,126063,34984,22116,67403,-1037,2597,72762,12322,13012,47369,53301,22662,9104,20034,-1037,2597,39324,17184,9072,10067,4065,-1064,3946,99471,20034,284,108,79261,59460,19801,541375,18.37384900873466,14.640761961863266,10.983144770260909,3.6576171916023568
1966:Q2,76048,-5732,20432,-464,0,18024,1216,13388,3428,-8,6456,-10908,1484,0,4564,41588,604,120208,33451,22305,64988,-1050,514,74289,12601,13213,48414,45919,20850,9092,16574,-1050,514,37746,13188,8700,5467,2551,7840,3967,88188,16574,328,108,71394,59936,11458,547242,16.115032888632534,13.046189488454917,10.952375731394886,2.0938137570600324
1966:Q3,83196,13468,9596,-208,0,15276,4780,3804,500,6192,2108,-10280,1304,0,4628,42548,4756,122290,32109,22495,67414,-1058,1330,75894,12881,13403,49547,46396,19228,9092,17867,-1058,1330,23378,11672,6636,3635,1895,-460,3845,110060,17867,240,104,92057,61565,30492,558165,19.718101490250167,16.4927111486845,11.02989259448371,5.46281855420079
1966:Q4,63500,-7188,25788,-116,0,8140,416,-800,9140,-616,5276,-20004,2088,0,4884,44188,444,120669,29341,22564,67695,-1063,2132,77571,13164,13584,50758,43098,16177,8980,16937,-1063,2132,25077,9768,4416,4563,2934,3396,3786,85307,16937,220,100,68250,66482,1768,569061,14.990780492158684,11.993386539665016,11.682754572884102,0.31063196678091315
1967:Q1,85480,13188,38044,-144,0,-16072,-14460,-412,-5076,3876,4072,-9872,2068,0,5060,44196,4940,119393,28547,22165,66163,-1045,3563,78665,13209,13994,51392,40728,15338,8171,14771,-1045,3563,20955,9356,5088,3867,5308,-2664,3987,109240,14771,328,112,94253,72234,22019,579322,18.856559356810642,16.26956973791131,12.468713427075098,3.8008563108362114
1967:Q2,75832,-3456,41428,-64,0,-1656,4016,496,-6528,360,2148,-14468,-252,0,4948,45536,1668,124898,31996,22013,69310,-1052,2631,79836,13502,14180,52082,45062,18494,7833,17228,-1052,2631,31684,9020,9504,4127,3909,5124,3871,93081,17228,476,108,75485,69907,5578,586696,15.865206554861796,12.866038331454789,11.91537014058388,0.9506681908709064
1967:Q3,112560,23068,31860,-156,0,9624,1680,276,3200,4468,3952,-14252,2364,0,4968,47032,4100,126000,33960,21878,69511,-1064,1715,81481,13807,14378,53222,44519,20153,7500,16289,-1064,1715,36183,17616,10276,5815,5532,-3056,4163,125059,16289,160,108,108718,73962,34756,597752,20.921540568218763,18.187798146612476,12.373358851162356,5.814439295450123
1967:Q4,100984,8892,28704,-76,0,13592,8440,1300,-3404,7256,7128,-10492,-464,0,4884,48056,760,128626,36711,22158,70388,-1078,447,83458,14125,14592,54664,45168,22586,7566,15724,-1078,447,92074,17440,18328,6771,8023,41512,3891,57969,15724,64,120,42301,75875,-33574,607280,9.545631725028759,6.965602743339917,12.49423659596891,-5.528633852628992
1968:Q1,81660,4480,32540,0,0,1104,6628,-2740,-3476,692,1628,-14476,3188,0,4808,50368,-1980,138301,37677,22455,75686,-1142,3625,85716,14399,14875,56362,52585,23278,7580,19324,-1142,3625,-20196,16580,-3516,7764,396,-41420,3688,158129,19324,-116,132,139053,74193,64860,623954,25.342996734368956,22.285720076153765,11.890780410094335,10.39493966605943
1968:Q2,87580,-5636,20724,0,0,22576,10560,4200,2924,4892,9964,-19700,624,0,4736,52236,2056,143156,39102,22021,77769,-1124,5388,87743,14754,15152,57753,55413,24348,6869,20016,-1124,5388,54899,15168,11448,9612,9711,8960,4036,92131,20016,128,136,72123,76781,-4658,640688,14.379995160104617,11.257102269961521,11.984148290587617,-0.7270460206260967
1968:Q3,105732,29152,32220,0,0,-4568,-2032,-1332,-2200,996,8904,-26484,3508,0,4756,53420,4824,144365,39965,22302,81945,-1076,1229,89871,15135,15484,59166,54494,24830,6818,22779,-1076,1229,42812,17908,10276,10752,3404,472,4217,121631,22779,40,148,98960,68831,30129,649389,18.730088309743763,15.23896049575246,10.599348002506973,4.639612493245487
1968:Q4,71348,8336,35188,0,0,-5224,-5972,-708,-3704,5160,2224,-32904,1500,0,4852,56720,656,145880,42147,23361,82208,-998,-838,92351,15540,15865,60856,53529,26607,7496,21352,-998,-838,58215,18616,10080,14900,7903,6716,4411,71073,21352,-64,160,49945,71889,-21944,661666,10.741506904241954,7.5483550723509385,10.864847218989642,-3.316492146638703
1969:Q1,86720,-7412,17684,0,0,34272,19032,-916,14988,1168,-12436,-19328,3416,0,4948,59764,5812,154248,44385,24359,83394,-837,2947,94497,16138,16133,62131,59751,28247,8226,21263,-837,2947,32337,18472,7248,12620,-3007,-2996,4562,118696,21263,104,192,97521,67448,30073,669756,17.72229189086584,14.560692741324813,10.070533149385746,4.490159591939068
1969:Q2,69660,-8592,16872,0,0,7988,-10192,8988,7644,1548,5264,-23656,1020,0,5012,62084,3668,154921,44523,25019,83799,-761,2341,96768,16564,16499,63606,58153,27959,8520,20193,-761,2341,56199,17072,14908,11760,2415,10044,4800,76414,20193,-428,212,56861,70609,-13748,684950,11.156100154753616,8.301439230598568,10.308635666836995,-2.0071964362384267
1969:Q3,109248,7616,-4836,0,0,52012,27344,5544,11796,7328,-10508,-14252,4544,0,5076,65500,4096,154221,44326,26257,83966,-713,385,99012,16982,16789,65140,55209,27344,9468,18826,-713,385,41083,19032,13016,7628,-1265,2672,4549,127923,18826,700,220,108617,82471,26146,707480,18.08151208422901,15.352671692981204,11.657007971956805,3.6956637210243994
1969:Q4,101832,1808,5056,0,0,29572,9608,7124,8588,4252,17572,-27584,1684,0,5116,67100,1508,151268,41858,26735,84166,-701,-790,100960,17391,17021,66443,50308,24467,9714,17723,-701,-790,50514,16240,11760,7620,5882,9012,4589,106215,17723,-676,228,89396,83703,5693,721137,14.728778313588675,12.39648916464749,11.607087141555626,0.7894020230918632
1970:Q1,107436,18592,5988,0,0,16128,3476,11632,3356,-2336,-4356,1592,1632,0,5364,57912,4584,152351,41881,26393,83257,-734,1554,102860,17447,17532,67769,49491,24434,8861,15488,-734,1554,11557,14385,-31081,5195,890,22168,4768,150139,15488,524,232,134359,88256,46103,737168,20.36695505557022,18.22633039470594,11.97230482061077,6.254025574095169
1970:Q2,123060,19740,40028,0,0,1164,-7576,3160,592,4988,-1224,-2308,-396,0,5100,58900,2056,152380,40762,26882,84553,-790,973,104449,17852,17785,68696,47931,22910,9097,15857,-790,973,30291,6212,13972,3231,1116,5760,4784,145485,15857,-236,228,130092,95407,34685,754520,19.281777611435643,17.241672644039156,12.644727773948999,4.5969448700901525
1970:Q3,188496,39492,71032,0,0,5420,-12292,2980,-224,14956,6412,-5328,3268,0,5264,60788,2148,153082,41948,27368,85487,-872,-849,106298,18270,18118,69792,46784,23678,9250,15695,-872,-849,43450,12616,18216,6347,4415,1856,4676,196506,15695,336,236,180711,102739,77972,774022,25.387703960795214,23.347064289054618,13.273395329848507,10.073668959206113
1970:Q4,66476,-47088,57292,0,0,-13936,-23960,780,-4124,13368,11128,-9336,-264,0,5632,62412,636,150386,46559,27047,81132,-976,-3376,108468,18699,18529,71118,41918,27860,8518,10014,-976,-3376,48798,17690,15686,2943,4863,7616,4828,64424,10014,-412,240,55062,103948,-48886,782186,8.23641071397002,7.039508698336911,13.289422209039795,-6.249913510702884
1971:Q1,176192,34900,98480,0,0,-33908,-34944,-3884,-4048,8968,1168,-10116,1572,0,5996,63396,14704,171457,50245,27552,91053,-1143,3750,111188,19385,18774,72897,60269,30860,8778,18156,-1143,3750,60753,23522,10606,18265,4660,3700,4954,180662,18156,36,296,162766,107689,55077,805328,22.43336372801815,20.211163580997308,13.372067033556515,6.8390965474407945
1971:Q2,180548,18604,70148,0,0,20764,15808,-7352,1224,11084,-5680,-1712,128,0,6336,64920,7040,182264,56192,28651,93781,-1234,4874,114039,19827,19261,74814,68225,36365,9390,18967,-1234,4874,68104,19315,20577,11161,5867,11184,5035,185705,18967,-468,332,167538,114204,53334,826350,22.472869933698835,20.274406812745244,13.820294064258487,6.454112748486758
1971:Q3,171960,28476,52488,0,0,17736,5460,3264,-852,9864,-5932,-2408,-988,0,6520,66788,9280,186926,59851,29060,96059,-1295,3251,116447,20264,19765,76279,70479,39587,9295,19780,-1295,3251,70154,29069,20543,15013,3705,1824,5450,177735,19780,-156,340,158451,113741,44710,838808,21.18899194819971,18.890015305153867,13.55983729292043,5.330178012233436
1971:Q4,83024,-28056,55584,0,0,-27684,-29944,2660,-1020,620,11764,-10396,608,0,6552,68188,6464,188942,63097,29437,99643,-1323,-1912,118204,20693,20273,77094,70738,42404,9164,22549,-1323,-1912,89587,33088,18700,17893,6266,13640,7749,71924,22549,-316,344,50035,112064,-62029,853832,8.4236378383279,5.860018765723455,13.124830177365101,-7.264811411641647
1972:Q1,187764,24544,74568,0,0,-5276,-2128,-7128,2516,1464,3144,-1856,1172,0,6676,74504,10288,199581,68183,30789,101793,-1274,90,120330,21697,20205,78276,79251,46486,10584,23517,-1274,90,79775,36234,13610,16546,10997,2388,7737,194978,23517,-88,380,171929,107356,64573,866754,22.495143114554008,19.835911083320234,12.385982643287484,7.44992844003275
1972:Q2,197640,16196,72396,0,0,20004,21012,-4664,1836,1820,1228,-5496,-2644,0,6824,79060,10072,207900,69823,31112,104884,-1270,3351,123252,22184,20752,80159,84648,47639,10360,24725,-1270,3351,104648,30629,29415,20738,6902,16964,6024,183664,24725,-248,368,159555,102435,57120,880815,20.851595467891563,18.11447132718097,11.629570341104545,6.484900986076426
1972:Q3,175068,-200,83424,0,0,-4608,-3484,-2872,-728,2476,-4624,628,-644,0,6940,82556,11596,212609,71312,31692,108125,-1268,2748,126070,22720,21343,81844,86539,48592,10349,26281,-1268,2748,88703,41120,23700,16938,4493,2452,6435,179339,26281,300,372,153130,108686,44444,905843,19.79806602327034,16.904739033935545,11.998326420803606,4.906412613131939
1972:Q4,167400,14372,69188,0,0,-20696,-14564,-8264,3224,-1092,17104,-4896,-3524,0,7056,81640,7156,222064,76177,33753,113482,-1272,-76,129066,23307,21978,83613,92998,52870,11775,29869,-1272,-76,119610,44000,30472,23834,2624,18680,7020,147808,29869,-148,376,118463,127638,-9175,949861,15.56102989871975,12.471630502387024,13.437545072384275,-0.9659145699972508
1973:Q1,208816,20932,87140,0,0,8036,-424,-1436,8868,1028,612,-8344,-1584,0,7216,80300,14508,234665,79809,35932,122194,-1290,-1980,132016,24599,21993,85248,102649,55210,13939,36946,-1290,-1980,116348,45235,18933,24978,6630,20572,7256,202373,36946,-272,516,166215,121706,44509,968678,20.891663149665998,17.158947014892625,12.564133798847502,4.594813216045123
1973:Q2,213480,29108,60512,0,0,34024,31596,-276,3444,-740,4428,-8052,-2756,0,7416,79216,9584,242616,77616,38066,121715,-1307,6526,135926,25359,22692,87691,106690,52257,15374,34024,-1307,6526,94728,38832,17080,25582,-2910,16144,6116,231558,34024,-340,544,198418,132657,65761,995679,23.25630247625011,19.927920537894476,13.323269849017604,6.604650688876871
1973:Q3,173040,-14812,59872,0,0,34408,13676,4060,8812,7860,-7400,2744,64,0,7452,81024,9688,239022,76888,38795,121256,-1331,3414,140185,26222,23450,90320,98837,50666,15345,30936,-1331,3414,81876,41680,-5620,19286,2822,23708,6312,196313,30936,16,552,165913,136625,29288,1018430,19.27605149494267,16.29106479973534,13.415256816865176,2.8758079828701653
1973:Q4,141136,16424,44984,0,0,-6392,-10676,-4612,5100,3796,16328,-24844,-4608,0,7304,82864,9076,235984,74724,38102,118847,-1360,5671,144200,27191,24254,92553,91784,47533,13848,26294,-1360,5671,73686,44262,-13746,19990,628,22552,6720,165954,26294,-88,556,140304,152260,-11956,1050700,15.79465961553262,13.35342995911309,14.49129151993909,-1.137861560825999
1974:Q1,207644,14136,83484,0,1052,18608,13844,-10364,7672,7456,2732,-14748,12,0,7128,84100,11140,223938,71466,37514,117644,-1397,-1289,148705,28048,25333,95118,75233,43418,12181,22526,-1397,-1289,99505,41785,19463,14340,3353,20564,6720,190093,22526,-196,576,168339,148705,19634,1064035,17.86527816888608,15.820796549390478,13.975574111753843,1.8452224376366362
1974:Q2,196304,8412,67792,0,1228,29464,9116,4912,4052,11384,8684,-20720,-1900,0,6928,87120,9296,230268,70229,37278,121295,-1428,2894,152700,29203,26190,97090,77568,41026,11088,24205,-1428,2894,119432,35082,31618,13472,3968,35292,6408,160848,24205,-36,564,137243,139623,-2380,1083985,14.838577651630041,12.660964492776369,12.880528789605023,-0.21956429682865414
1974:Q3,155988,-10620,31136,0,3264,57756,9272,22428,16300,9756,1592,-26564,-3808,0,7016,91132,5084,233677,70122,37810,126628,-1456,573,158255,30451,27031,100544,75422,39671,10779,26084,-1456,573,111147,35417,33647,9660,7791,24632,6164,126428,26084,-408,560,101312,140248,-38936,1114191,11.347047710204633,9.092856103918098,12.58742890581597,-3.4945728018978697
1974:Q4,175304,10392,46592,0,3972,19248,-16352,8632,488,26480,9452,-16500,92,0,7404,92476,2176,213491,62623,39049,118105,-1479,-4807,165338,31789,27850,105455,48153,30834,11199,12650,-1479,-4807,87256,31221,24331,-1688,5776,27616,5900,142101,12650,-556,576,130583,156540,-25957,1140869,12.455507540812219,11.445926247955633,13.721119602688828,-2.2751933547331946
1975:Q1,251880,-13772,108544,0,4964,84,-18404,-5152,9412,14228,22688,12356,3440,0,12188,94988,6400,224667,60563,38704,122134,-1506,4772,169675,32155,29713,107575,54992,28408,8991,14559,-1506,4772,64245,31363,17345,2113,5124,8300,5948,248575,14559,4268,588,230336,148643,81693,1160434,21.420904605021054,19.84916506619334,12.809259294367454,7.039905771825887
1975:Q2,288516,46936,74892,0,164,27136,45652,-11060,-1176,-6280,7128,19420,-124,0,9396,97824,5744,228780,63393,39176,126680,-1508,1039,173914,33349,30484,109836,54866,30044,8692,16844,-1508,1039,71855,34050,15966,-2651,7570,16920,6465,277992,16844,496,592,261244,188469,72775,1228887,22.621440505969588,21.25858126830168,15.336560643899725,5.9220206244019575
1975:Q3,223788,-13944,65432,0,188,52588,32160,-4340,6928,17840,-6664,14292,-4112,0,8236,101544,6228,243559,68255,40278,136037,-1494,483,178288,34353,31183,112495,65271,33902,9095,23542,-1494,483,87070,41511,10793,11773,7437,15556,6717,208706,23542,-716,584,186464,158872,27592,1233647,16.917838458940633,15.114891586780285,12.878238264268466,2.236653322511819
1975:Q4,254908,-11600,86340,0,-252,30484,6432,-392,8156,16288,24892,8636,-1888,0,11080,98692,8524,256373,72480,41124,142157,-1465,2077,182016,35167,31828,114755,74357,37313,9296,27402,-1465,2077,120017,49033,12231,19845,8824,30084,6662,215911,27402,1644,584,187449,160138,27311,1264165,17.079314008243042,14.82786740119412,12.66749198087275,2.16037542032137
1976:Q1,258480,24848,112832,0,-352,-27164,-27228,-4392,15768,-11312,17716,15012,-1712,0,7952,101844,7504,271753,79910,41691,150389,-1414,1177,187200,35966,32229,118763,84553,43944,9462,31626,-1414,1177,114766,62492,20116,19262,11788,1108,6806,235074,31626,-496,628,204572,156308,48264,1293610,18.171900958388356,15.81400329216747,12.083085319377556,3.730917972789914
1976:Q2,296432,25816,94028,0,-864,47264,22692,2456,12272,9844,-3340,16776,-3864,0,9840,99564,11212,279405,84252,42821,152786,-1365,911,191512,36743,32946,121571,87893,47509,9875,31215,-1365,911,114301,49129,15163,18102,11003,20904,7065,277089,31215,1032,624,245466,154796,90670,1311899,21.121201473866886,18.710726277224463,11.799383946477587,6.9113423307468755
1976:Q3,221240,-11796,86628,0,-76,11832,-5052,-2332,2848,16368,-3296,10920,-3920,0,8884,109160,12904,287491,84164,44287,156419,-1315,3936,195831,37672,33799,124098,91660,46492,10488,32321,-1315,3936,116544,61526,16330,19762,10902,8024,7173,203528,32321,-468,644,172319,155408,16911,1342259,15.163126330280342,12.83801619877815,11.578093348601127,1.2599228501770225
1976:Q4,281952,12320,107408,0,-892,-19960,-47800,13840,-6688,20688,32108,14312,-2120,0,10104,113764,14908,300730,96203,45579,161586,-1266,-1372,200633,38750,34791,126820,100097,57453,10788,34766,-1266,-1372,149409,67095,17165,30734,9167,25248,7900,240540,34766,812,660,205622,151034,54588,1372140,17.53027162801402,14.985487568078446,11.007185855670704,3.9783017124077404
1977:Q1,298540,49868,144224,0,-640,-15192,-9760,-16876,6868,4576,-2988,-15120,-2476,0,9200,119564,12100,317832,101599,47241,169694,-1202,500,208274,40960,34934,132129,109558,60639,12307,37565,-1202,500,169096,80538,22118,28264,15408,22768,14162,253164,37565,-824,716,217139,141851,75288,1400016,18.08295728653126,15.509772408644151,10.132098490302969,5.377673918341184
1977:Q2,240256,10904,82576,0,312,19444,6384,444,13328,-712,2180,-18084,2244,0,9728,113088,17864,344712,115751,49088,174576,-1182,6479,214207,42273,36144,135529,130505,73478,12944,39047,-1182,6479,181364,89280,24844,40920,10200,16120,7874,197272,39047,104,752,158873,150380,8493,1437330,13.724861026858656,11.053310304338428,10.462454690293809,0.5908556140446187
1977:Q3,258888,17432,102584,0,-244,5300,7724,1372,-6268,2472,-9716,-12168,2864,0,9740,123940,19156,354669,119074,50884,178976,-1186,6921,219733,43638,37472,138352,134936,75436,13412,40624,-1186,6921,178753,97305,22651,36092,7221,15484,7653,222724,40624,-4,772,182876,160424,22452,1479197,15.057086258628297,12.3631922066528,10.845343791259717,1.5178484153930825
1977:Q4,247956,-7644,89676,0,964,2144,-17576,1656,9904,8160,34100,-17268,-968,0,11256,115624,20072,369344,121185,53548,185170,-1214,10655,226242,45057,38913,141991,143102,76128,14635,43179,-1214,10655,187762,98263,23637,37884,9866,18112,7415,210711,43179,-28,796,168356,171127,-2771,1528880,13.782023149959846,11.011694543398178,11.192964784678981,-0.18127024128080138
1978:Q1,343468,55652,115048,0,6148,-952,-22976,616,28604,-7196,19656,-16580,2020,0,10624,131668,20184,364730,125927,53741,184116,-1266,2212,235349,48030,38988,148065,129381,77897,14753,36051,-1266,2212,203749,99815,24985,39675,18286,20988,7168,276268,36051,40,844,241021,177612,63409,1566088,17.640629274069045,15.389989463279358,11.34112514750129,4.048864315778069
1978:Q2,299884,21464,76612,0,5264,51156,30208,-204,24712,-3560,4112,-11136,-2316,0,12272,122676,19780,397939,135929,59593,200857,-1327,2887,242348,49661,40548,151863,155591,86268,19045,48994,-1327,2887,246166,99995,29681,60227,24563,31700,7096,216405,48994,1272,864,167003,167649,-646,1615146,13.398500467108537,10.339829610108612,10.379804674004703,-0.03997506389609104
1978:Q3,303468,16968,92500,0,4660,24036,18240,176,19872,-14252,13320,-11500,52,0,11456,132240,19736,412934,141224,63121,201371,-1381,8599,250356,51404,42147,156517,162578,89820,20974,44854,-1381,8599,241221,117501,29479,45191,22834,26216,7196,232022,44854,-516,877,188561,176504,12057,1656310,14.008347304326636,11.384381983825037,10.656459237703086,0.7279227461219496
1978:Q4,300780,-14304,92236,0,6852,-16520,-57012,2352,34216,3924,70092,-5588,-708,0,11880,138112,18728,418273,144651,66710,206536,-1425,1801,258518,53257,43793,161167,159755,91394,22917,45369,-1425,1801,237381,123672,33004,40559,454,39692,7296,230450,45369,936,873,185018,178495,6523,1698742,13.565941753108735,10.891492072109502,10.507481418602707,0.38401065350679414
1979:Q1,320816,34668,90992,0,27060,18700,-9080,5620,25744,-3584,6076,-19876,-2836,0,10528,135796,19708,426740,143959,70294,208077,-1476,5886,266161,55866,44838,165170,160579,88093,25456,42907,-1476,5886,240855,121928,29348,45223,10748,33608,7448,247988,42907,-724,927,206732,194837,11895,1751557,14.15814337953812,11.802753289463977,11.123645990395973,0.6791072990680032
1979:Q2,358388,39180,47604,0,27952,98640,75896,-744,25196,-1708,-2496,-22480,-288,0,11572,138476,20228,428992,146220,71982,206981,-1512,5321,274983,57921,46509,170253,154009,88299,25473,36728,-1512,5321,273746,111864,53564,44711,32983,30624,7312,245963,36728,700,914,209449,184929,24520,1783199,13.793375419227763,11.745707155618375,10.370631656926681,1.3750754986916938
1979:Q3,320868,44676,77636,0,28564,17516,23532,4140,13888,-24044,17372,-28708,-3080,0,10384,138028,18480,444911,149049,75489,215210,-1550,6713,283877,60042,48185,175335,161034,89007,27304,39875,-1550,6713,274911,122368,52504,45931,18624,35484,7464,214455,39875,-196,929,175705,182102,-6397,1836048,11.68023100985608,9.569719737819618,9.9181502880099,-0.3484305501902816
1979:Q4,371256,-27528,77876,0,38548,104356,80256,-4092,11472,16720,33812,-27336,-2688,0,11240,145080,17896,435623,146633,76041,213456,-1592,1085,292024,62230,49860,179602,143599,84403,26181,33854,-1592,1085,258165,108002,51210,37379,11374,50200,7940,264630,33854,1108,947,230615,185432,45183,1884378,14.043363309594369,12.23825838903172,9.84048847948766,2.3977699095440603
1980:Q1,344551,9304,99652,0,58328,40692,34672,24836,9812,-28628,-41220,-17965,-6660,0,9832,183364,9224,428898,138914,75569,215664,-1642,393,301278,63873,52158,184926,127620,75041,23411,30738,-1642,393,221526,98420,49496,17909,29793,25908,8168,258813,30738,-1240,989,230304,197029,33275,1948375,13.283512724073965,11.820293374616083,10.112478347340732,1.7078150272753518
1980:Q2,415002,-3216,92132,0,61896,80684,77324,-6380,5688,4052,-10340,-25014,2744,0,10752,198228,7136,379433,115564,72283,196948,-1678,-3684,311501,66158,53699,191307,67932,49406,18584,5641,-1678,-3684,130827,57713,58979,-25283,14870,24548,8716,360823,5641,-504,1000,356686,224950,131736,1978594,18.236334675311618,18.02724680786635,11.369184380423675,6.658062427442676
1980:Q3,446200,61536,141088,0,744,-4868,-4644,-4744,3108,1412,21000,-13352,1156,0,9668,218316,10912,390431,121953,74283,209444,-1706,-13543,319383,68495,55085,195450,71048,53458,19198,13994,-1706,-13543,194076,104602,46254,5961,19247,18012,9296,332468,13994,-1196,1021,320691,234792,85899,2047035,16.241417952968305,15.666098039044021,11.46985762334303,4.1962404157009905
1980:Q4,448539,-3652,175332,0,-21340,4784,17228,-836,6692,-18300,30220,-7685,396,0,10740,229836,29908,427574,136663,79054,219544,-1722,-5965,326625,70885,56315,199056,100949,65778,22739,20488,-1722,-5965,235679,109204,39440,15125,36434,35476,8932,322741,20488,824,1050,302479,242814,59665,2125789,15.182175972373033,14.229023989744466,11.422300143617264,2.8067238461272015
1981:Q1,382887,57764,8872,0,133384,1668,-26612,-21100,61656,-12276,-14088,-40189,4496,0,9168,193268,28544,456003,136318,83619,228761,-1764,9069,333514,70477,60231,202447,122489,65841,23388,26314,-1764,9069,166559,76842,43694,21285,15190,9548,8652,347469,26314,-1516,1162,323833,235639,88194,2177067,15.960408927689882,14.874728055213287,10.823690772952785,4.051037282260504
1981:Q2,448821,26684,98944,0,41152,79960,43680,6356,25708,4216,14392,-45575,5620,0,10596,188020,29028,455170,134024,89592,224009,-1763,9308,340131,72748,61313,205695,115039,61276,28279,18314,-1763,9308,200730,86649,36715,22921,23717,30728,9124,372253,18314,-212,1168,355319,239765,115554,2215467,16.80247248869991,16.03811896865199,10.822323239298983,5.215795729353006
1981:Q3,483265,28140,113872,0,115952,55404,38756,-4948,27440,-5844,-4312,-61103,2740,0,8824,196728,27020,465909,124951,94769,234226,-1761,13724,347471,74945,62313,209821,118438,50006,32456,24405,-1761,13724,160269,59481,33435,27865,13352,26136,9508,450942,24405,-1616,1174,429327,280546,148781,2300120,19.60514733966224,18.665413760544627,12.197015807870894,6.468397952673734
1981:Q4,555799,81460,167459,0,70488,-5604,-24692,-5284,940,23432,42380,-20124,5112,0,9712,176620,28296,440553,113602,100885,220204,-1760,7622,354190,77066,63241,213474,86363,36536,37644,6730,-1760,7622,167544,48388,54720,7281,20827,36328,9764,484382,6730,-148,1168,478968,298258,180710,2337014,20.726520436250595,20.49485729687702,12.762354012427824,7.732503284449195
1982:Q1,564287,28864,221842,0,27648,103514,33980,3000,74516,-7982,15260,-37888,3812,0,7668,189252,4316,434310,108663,97456,226609,-1878,3460,354641,76091,67114,211038,79669,32572,30342,15571,-1878,3460,153362,61269,45303,22625,-5039,29204,11476,502070,15571,-2768,1200,490467,290071,200396,2372184,21.164880381659625,20.675753062699545,12.228014353018148,8.4477387096814
1982:Q2,541710,-8656,176922,0,46212,102019,60340,5788,57944,-22053,17972,-17066,968,0,8136,209836,5368,432381,106686,94775,229171,-1872,3621,359508,77698,67849,213546,72873,28988,26926,15625,-1872,3621,182031,44854,59962,20689,12626,43900,10336,442887,15625,1020,1190,427432,298901,128531,2409803,18.37857587148681,17.737237139648563,12.403545020070105,5.333692119578459
