date,FU506006405.Q,FU504090005.Q,FU503020005.Q,FU503034005.Q,FU502051005.Q,FU504022005.Q,FU503069105.Q,FU503061123.Q,FU503063005.Q,FU503062003.Q,FU503069005.Q,FU503064105.Q,FU503094505.Q,FU503093023.Q,FU504194005.Q,FU504190005.Q,FU504122005.Q,FU503169105.Q,FU503163003.Q,FU504123005.Q,FU713068505.Q,FU503169005.Q,FU503192305.Q,FU503190005.Q,FU663070675.Q,FU503193005.Q,FU503181105.Q,FU503164105.Q,FU503192103.Q,FU503194305.Q,FU503194205.Q
1969:Q3,-6,2535,0,0,0,2535,2535,0,0,0,0,0,0,0,2541,2541,0,0,0,0,0,0,0,2541,0,2541,0,0,0,0,0
1969:Q4,-6,1773,0,0,0,1773,1773,0,0,0,0,0,0,0,1779,1779,0,0,0,0,0,0,0,1779,0,1779,0,0,0,0,0
1970:Q1,-6,4366,0,0,0,4366,4366,0,0,0,0,0,0,0,4372,4372,0,0,0,0,0,0,0,4372,0,4372,0,0,0,0,0
1970:Q2,-9,1382,0,0,0,1382,1382,0,0,0,0,0,0,0,1391,1391,0,0,0,0,0,0,0,1391,0,1391,0,0,0,0,0
1970:Q3,-14,-6542,0,0,0,-6542,-6542,0,0,0,0,0,0,0,-6528,-6528,0,0,0,0,0,0,0,-6528,0,-6528,0,0,0,0,0
1970:Q4,-18,-1357,0,0,0,-1357,-1357,0,0,0,0,0,0,0,-1339,-1339,0,0,0,0,0,0,0,-1339,0,-1339,0,0,0,0,0
1971:Q1,-26,-1825,0,0,0,-1825,-1825,0,0,0,0,0,0,0,-1799,-1799,0,0,0,0,0,0,0,-1799,0,-1799,0,0,0,0,0
1971:Q2,-23,-1165,0,0,0,-1165,-1165,0,0,0,0,0,0,0,-1142,-1142,0,0,0,0,0,0,0,-1142,0,-1142,0,0,0,0,0
1971:Q3,-30,-354,0,0,0,-354,-354,0,0,0,0,0,0,0,-324,-324,0,0,0,0,0,0,0,-324,0,-324,0,0,0,0,0
1971:Q4,-24,446,0,0,0,446,446,0,0,0,0,0,0,0,470,470,0,0,0,0,0,0,0,470,0,470,0,0,0,0,0
1972:Q1,-40,-647,0,0,0,-647,-647,0,0,0,0,0,0,0,-607,-607,0,0,0,0,0,0,0,-607,0,-607,0,0,0,0,0
1972:Q2,-46,-1069,0,0,0,-1069,-1069,0,0,0,0,0,0,0,-1024,-1024,0,0,0,0,0,0,0,-1024,0,-1024,0,0,0,0,0
1972:Q3,-47,-2549,0,0,0,-2549,-2549,0,0,0,0,0,0,0,-2502,-2502,0,0,0,0,0,0,0,-2502,0,-2502,0,0,0,0,0
1972:Q4,-42,-299,0,0,0,-299,-299,0,0,0,0,0,0,0,-257,-257,0,0,0,0,0,0,0,-257,0,-257,0,0,0,0,0
1973:Q1,-64,-1796,0,0,0,-1796,-1796,0,0,0,0,0,0,0,-1732,-1732,0,0,0,0,0,0,0,-1732,0,-1732,0,0,0,0,0
1973:Q2,-75,2010,0,0,0,2010,2010,0,0,0,0,0,0,0,2085,2085,0,0,0,0,0,0,0,2085,0,2085,0,0,0,0,0
1973:Q3,-76,919,0,0,0,919,919,0,0,0,0,0,0,0,995,995,0,0,0,0,0,0,0,995,0,995,0,0,0,0,0
1973:Q4,-71,4143,0,0,0,4143,4143,0,0,0,0,0,0,0,4214,4214,0,0,0,0,0,0,0,4214,0,4214,0,0,0,0,0
1974:Q1,-52,643,0,0,0,643,643,0,0,0,0,0,0,0,695,695,0,0,0,0,0,0,0,695,0,695,0,0,0,0,0
1974:Q2,-57,3131,0,0,0,3131,3131,0,0,0,0,0,0,0,3188,3188,0,0,0,0,0,0,0,3188,0,3188,0,0,0,0,0
1974:Q3,-44,4160,0,0,0,4160,4160,0,0,0,0,0,0,0,4204,4204,0,0,0,0,0,0,0,4204,0,4204,0,0,0,0,0
1974:Q4,-38,-2297,0,0,0,-2297,-2297,0,0,0,0,0,0,0,-2259,-2259,0,0,0,0,0,0,0,-2259,0,-2259,0,0,0,0,0
1975:Q1,-39,-3945,0,0,0,-3945,-3945,0,0,0,0,0,0,0,-3906,-3906,0,0,0,0,0,0,0,-3906,0,-3906,0,0,0,0,0
1975:Q2,-45,-4107,0,0,0,-4107,-4107,0,0,0,0,0,0,0,-4062,-4062,0,0,0,0,0,0,0,-4062,0,-4062,0,0,0,0,0
1975:Q3,-49,-4791,0,0,0,-4791,-4791,0,0,0,0,0,0,0,-4742,-4742,0,0,0,0,0,0,0,-4742,0,-4742,0,0,0,0,0
1975:Q4,-55,-1904,0,0,0,-1904,-1904,0,0,0,0,0,0,0,-1849,-1849,0,0,0,0,0,0,0,-1849,0,-1849,0,0,0,0,0
1976:Q1,-49,432,0,0,0,432,432,0,0,0,0,0,0,0,481,481,0,0,0,0,0,0,0,481,310,171,0,0,0,0,0
1976:Q2,-62,561,0,0,0,561,561,0,0,0,0,0,0,0,623,623,0,0,0,0,0,0,0,623,-132,755,0,0,0,0,0
1976:Q3,-68,-2456,0,0,0,-2456,-2456,0,0,0,0,0,0,0,-2388,-2388,0,0,0,0,0,0,0,-2388,20,-2408,0,0,0,0,0
1976:Q4,-72,-1545,0,0,0,-1545,-1545,0,0,0,0,0,0,0,-1474,-1474,0,0,0,0,0,0,0,-1474,412,-1886,0,0,0,0,0
1977:Q1,-55,7198,0,0,0,7198,7198,0,0,0,0,0,0,0,7253,7253,0,0,0,0,0,0,0,7253,321,6932,0,0,0,0,0
1977:Q2,-46,4430,0,0,0,4430,4430,0,0,0,0,0,0,0,4476,4476,0,0,0,0,0,0,0,4476,-391,4867,0,0,0,0,0
1977:Q3,-39,421,0,0,0,421,421,0,0,0,0,0,0,0,460,460,0,0,0,0,0,0,0,460,-97,557,0,0,0,0,0
1977:Q4,-42,2990,0,0,0,2990,2990,0,0,0,0,0,0,0,3032,3032,0,0,0,0,0,0,0,3032,48,2984,0,0,0,0,0
1978:Q1,-47,516,0,0,0,516,516,0,0,0,0,0,0,0,563,563,0,0,0,0,0,0,0,563,70,493,0,0,0,0,0
1978:Q2,-49,6922,0,0,0,6922,6922,0,0,0,0,0,0,0,6971,6971,0,0,0,0,0,0,0,6971,-201,7172,0,0,0,0,0
1978:Q3,-48,-602,0,0,0,-602,-602,0,0,0,0,0,0,0,-554,-554,0,0,0,0,0,0,0,-554,157,-711,0,0,0,0,0
1978:Q4,-46,8666,0,0,0,8666,8666,0,0,0,0,0,0,0,8712,8712,0,0,0,0,0,0,0,8712,499,8213,0,0,0,0,0
1979:Q1,-37,4298,0,0,0,4298,4298,0,0,0,0,0,0,0,4335,4335,0,0,0,0,0,0,0,4335,-461,4796,0,0,0,0,0
1979:Q2,-32,3128,0,0,0,3128,3128,0,0,0,0,0,0,0,3160,3160,0,0,0,0,0,0,0,3160,49,3111,0,0,0,0,0
1979:Q3,-28,3611,0,0,0,3611,3611,0,0,0,0,0,0,0,3639,3639,0,0,0,0,0,0,0,3639,173,3466,0,0,0,0,0
1979:Q4,-32,-1273,0,0,0,-1273,-1273,0,0,0,0,0,0,0,-1241,-1241,0,0,0,0,0,0,0,-1241,369,-1610,0,0,0,0,0
1980:Q1,-39,4703,0,0,0,4703,4703,0,0,0,0,0,0,0,4742,4742,0,0,0,0,0,0,0,4742,-426,5168,0,0,0,0,0
1980:Q2,-57,1193,0,0,0,-7982,-7982,0,0,0,0,0,9175,0,1250,1250,600,600,0,0,0,0,0,650,53,597,0,0,0,0,0
1980:Q3,-48,-1151,0,0,0,-1870,-1870,0,0,0,0,0,719,0,-1103,-1103,719,719,0,0,0,0,0,-1822,1020,-2842,0,0,0,0,0
1980:Q4,-51,1467,0,0,0,2362,2362,0,0,0,0,0,-895,0,1518,1518,-895,-895,0,0,0,0,0,2413,-663,3076,0,0,0,0,0
1981:Q1,-55,-2385,0,0,0,-3950,-3950,0,0,0,0,0,1565,0,-2330,-2330,1565,1565,0,0,0,0,0,-3895,-333,-3562,0,0,0,0,0
1981:Q2,-52,1277,0,0,0,998,998,0,0,0,0,0,279,0,1329,1329,279,279,0,0,0,0,0,1050,243,807,0,0,0,0,0
1981:Q3,-51,4228,0,0,0,1326,1326,0,0,0,0,0,2902,0,4279,4279,2902,2902,0,0,0,0,0,1377,-464,1841,0,0,0,0,0
1981:Q4,-53,-13743,0,0,0,-3287,-3287,0,0,0,0,0,-10456,0,-13690,-13690,-456,-456,0,0,0,0,0,-13234,1508,-14742,0,0,0,0,0
1982:Q1,-65,6827,0,0,0,5712,5712,0,0,0,0,0,1115,0,6892,6892,1115,1115,0,0,0,0,0,5777,-107,5884,0,0,0,0,0
1982:Q2,-54,11377,0,0,0,9247,9247,0,0,0,0,0,2130,0,11431,11431,2130,2130,0,0,0,0,0,9301,1091,8210,0,0,0,0,0
1982:Q3,-61,-3598,0,0,0,-5895,-5895,0,0,0,0,0,2297,0,-3538,-3538,2297,2297,0,0,0,0,0,-5835,616,-6451,0,0,0,0,0
1982:Q4,-68,-5663,0,0,0,-3501,-3501,0,0,0,0,0,-2162,0,-5595,-5595,-2162,-2162,0,0,0,0,0,-3433,-1404,-2029,0,0,0,0,0
1983:Q1,-64,9080,0,0,0,9975,9975,0,0,0,0,0,-895,0,9144,9144,-895,-1059,164,0,0,0,0,10039,1723,8316,0,0,0,0,0
1983:Q2,-49,-177,0,0,0,-1170,-1170,0,0,0,0,0,993,0,-128,-128,993,791,202,0,0,0,0,-1121,-672,-449,0,0,0,0,0
1983:Q3,-55,-859,0,0,0,-669,-669,0,0,0,0,0,-190,0,-804,-804,-190,-342,152,0,0,0,0,-614,-915,301,0,0,0,0,0
1983:Q4,-72,13540,0,0,0,10255,10255,0,0,0,0,0,3285,0,13612,13612,3285,3530,-245,0,0,0,0,10327,2779,7548,0,0,0,0,0
1984:Q1,-101,-1048,0,0,0,-1727,-1727,0,0,0,0,0,679,0,-948,-948,679,-120,799,0,0,0,0,-1627,557,-2184,0,0,0,0,0
1984:Q2,-114,12614,0,0,0,18564,18564,0,0,0,0,0,-5950,0,12728,12728,-5950,-5841,-109,0,0,0,0,18678,-2427,21105,0,0,0,0,0
1984:Q3,-126,-683,0,0,0,-7831,-7831,0,0,0,0,0,7148,0,-557,-557,7148,7006,142,0,0,0,0,-7705,1907,-9612,0,0,0,0,0
1984:Q4,-126,-2906,0,0,0,-2192,-2192,0,0,0,0,0,-714,0,-2781,-2781,-714,-598,-116,0,0,0,0,-2067,149,-2216,0,0,0,0,0
1985:Q1,-133,19864,0,0,0,16810,16810,0,0,0,0,0,3054,0,19997,19997,3054,2360,694,0,0,0,0,16943,-1282,18225,0,0,0,0,0
1985:Q2,-172,-3309,0,0,0,-3589,-3589,0,0,0,0,0,280,0,-3137,-3137,280,-449,729,0,0,0,0,-3417,1605,-5022,0,0,0,0,0
1985:Q3,-144,25337,0,0,0,20058,20058,0,0,0,0,0,5279,0,25481,25481,5279,4548,731,0,0,0,0,20202,-1208,21410,0,0,0,0,0
1985:Q4,-135,18945,0,0,0,16846,16846,0,0,0,0,0,2099,0,19080,19080,2099,2109,-10,0,0,0,0,16981,2373,14608,0,0,0,0,0
1986:Q1,-72,-6207,0,0,0,-10433,-10433,0,0,0,0,0,4226,0,-6135,-6090,4271,3474,797,0,0,0,0,-10361,856,-11217,-45,0,-45,0,0
1986:Q2,-23,8343,0,0,0,5311,5311,0,0,0,0,0,3032,0,8366,9934,4876,3822,1054,0,0,0,0,5058,4175,883,-1568,0,-1568,0,0
1986:Q3,-24,7671,0,0,0,6899,6899,0,0,0,0,0,772,0,7695,9283,336,-518,854,0,0,0,0,8947,-598,9545,-1588,0,-1588,0,0
1986:Q4,-56,1814,0,0,0,2312,2312,0,0,0,0,0,-498,0,1870,3117,-1160,115,-1275,0,0,0,0,4277,709,3568,-1247,0,-1247,0,0
1987:Q1,-118,3525,0,0,0,2651,2651,0,0,0,0,0,874,0,3643,6238,5196,4371,825,0,0,0,0,1042,3772,-2730,-2595,0,-2595,0,0
1987:Q2,-165,20724,0,0,0,16498,16498,0,0,0,0,0,4226,0,20889,24570,10265,10158,107,0,0,0,0,14305,3592,10713,-3681,0,-3681,0,0
1987:Q3,-199,-10374,0,0,0,-10414,-10414,0,0,0,0,0,40,0,-10175,-10217,-3959,-4102,143,0,0,0,0,-6258,1488,-7746,42,0,42,0,0
1987:Q4,-243,3824,0,-56,0,-562,-562,0,0,0,0,0,4442,0,4067,-2058,-6428,-8037,1609,0,0,0,0,4370,-5726,10096,6125,0,6125,0,0
1988:Q1,-158,9000,0,-22,0,762,762,0,0,0,0,0,8260,0,9158,16915,14776,14266,510,0,0,0,0,2139,2251,-112,-7757,0,-7757,0,0
