1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q1,-1632491,14348,-567621,97146,441408,-428596,-10140,94474,13980,-1190344,-1909838,-278936,250173,239981,10192,-334557,43811,-1016860,-1056406,-295169,-217557,-139112,4312,57188,-8244,-52432,500,808,10352,300851,-37496,10032,-1996,-67656,176356,3640,-573468,277347
2009:Q2,-1608359,664,-341086,-702565,-700704,-74156,-2744,75038,-3316,-562056,-1795873,138539,3666,-6358,10024,119433,106434,-1774617,-1629736,-539089,-694086,157912,-4068,1152,31764,-20036,500,812,-972,398420,628,6904,-1524,-44544,19296,2960,-389328,187514
2009:Q3,1177574,548,611224,277262,-321391,553804,-532,45381,-14036,302576,1201831,17356,535832,525804,10028,-178195,-38115,334840,-713988,1158671,706716,435916,-1936,17975,-1360,-7448,492,808,8788,25846,-119352,-6640,8992,-40380,18696,1716,530112,-24258
2009:Q4,426760,508,285095,484193,12922,403896,-4028,71402,4976,-348012,873493,746533,324337,314105,10232,-288593,8018,-89789,-626676,741444,534290,162904,5532,38717,-23644,-56032,500,-796,-2800,9607,29516,-1744,2924,35152,-202100,4860,172988,-446733
2010:Q1,-177728,216,369779,-148199,-51819,-95000,-1308,-71,20972,-420496,-176589,-297899,393191,393039,152,154139,24876,-305257,-379432,276067,213013,44060,-1256,20250,2480,-12008,1740,-800,1944,-244244,-19548,-17760,-6372,-2176,92088,2764,-145640,-1139
2010:Q2,-36609,1840,66735,-243356,138108,-401732,-34532,54800,-13340,151512,-284806,153441,-27053,-27313,260,196848,-19774,-552500,-40116,-343851,-91747,-253172,6052,-4984,35440,41532,1740,-800,4236,-268597,10140,4216,-2432,-16420,11300,11112,-35768,248196
2010:Q3,971215,832,-89665,504208,-100719,559780,1676,43471,7528,548312,1093309,385911,118294,117930,364,75284,4469,253423,-4144,297701,-223643,479444,-512,42412,8992,7264,1740,-796,-11040,127806,-213644,-9796,2600,13804,34224,-1288,255928,-122094
2010:Q4,911782,516,352804,405807,301362,72016,-5104,37533,-21144,173800,702626,349471,97860,97596,264,174772,13337,-70669,638,-141278,-85672,122416,-7720,-170302,-26664,-31844,1740,-68,4204,-18750,80108,-4368,-300,29600,39976,-3664,137856,209157
2011:Q1,3285000,992,1053813,2034062,935378,1078800,2856,17029,2440,193692,2880110,591695,72197,41465,30732,-654405,26288,1749386,-806,1706451,683814,1031280,3128,-11771,4580,-18516,7252,-68,9528,-5287,18884,39364,11992,-32648,9152,-492,1094948,404890
2011:Q2,652162,652,818683,654160,659851,-46972,2308,38973,-3620,-817712,1001134,813772,242820,212124,30696,-96744,47910,423660,1844,239893,402748,-204836,1160,40821,6948,5476,7252,-68,812,58279,-35144,43800,-8108,66596,30752,5328,-430284,-348972
2011:Q3,-13778,516,24916,281246,701123,-483252,-588,63963,8632,-329088,88910,716481,-190748,-221364,30616,-139198,12142,-506166,3286,-92795,114349,-267928,1852,58932,-39928,39636,7252,-68,-4240,-437189,-40024,32116,18564,22576,22204,-37556,196400,-102688
2011:Q4,313588,464,-10968,327416,289260,-10452,3680,44927,-14800,11476,678190,501076,165431,134895,30536,-68164,53788,63732,397956,-75893,-82359,-33928,-1240,41634,-6452,-15092,7252,-68,-4764,-212427,42868,-33204,-3124,3180,-38588,2088,-37672,-364602
2012:Q1,-568304,764,-77652,265087,405724,-207936,-2416,69715,17068,-773572,-743878,388455,-39154,-108798,69644,66951,2643,-845304,-214398,-497050,-215415,-296988,-1372,16725,23092,-5876,-5724,-68,9380,-62324,-130032,-6348,10976,22072,10276,720,-317468,175573
2012:Q2,-563509,512,-61972,257535,236825,-46060,17552,49218,-15152,-744432,-205755,279957,138721,69189,69532,4038,11268,-490531,-74498,-383917,-261098,-138624,516,15290,-228,16084,-5720,-64,6452,-51713,36568,-42844,-324,-48748,58292,128,-149208,-357754
2012:Q3,773953,472,-54928,708505,503945,177644,-13744,40659,-2084,121988,704453,194536,178453,109029,69424,138994,22227,153827,-60756,94494,-34707,113940,2964,12297,15196,-13328,-5724,-68,8176,153600,-91268,35304,11980,33236,-24300,-2716,16416,69499
2012:Q4,751405,464,182032,760229,726274,-16876,6292,44540,4796,-196116,874125,816548,234668,165412,69256,-166472,3638,311200,-14716,148920,222328,-88592,-1324,16508,11848,9632,-5720,60,5648,168092,67980,-47248,-8416,58804,-84972,1288,-325456,-122721
2013:Q1,2193009,880,1352563,890319,611577,234588,3096,41058,-1380,-49372,1822209,-28986,401323,377779,23544,179223,22473,1141336,-4026,967580,675391,289216,-700,3674,-16816,2336,4296,64,4944,70862,43420,37328,25084,-66224,72488,0,106840,370800
2013:Q2,1642039,704,1063050,721381,-103135,786152,1800,36564,-5616,-137480,1576009,548555,-260573,-284041,23468,42316,26970,338617,-26030,537254,-196625,751564,1648,-19332,-3628,-41968,4308,64,-5092,19857,-44752,-2696,-25192,40492,-115972,1972,880124,66030
2013:Q3,1526451,748,935805,808633,807981,-35892,14168,22376,-6060,-212676,1697825,567356,163580,140268,23312,-47652,37800,1159840,-3718,748625,774864,-16032,-1060,-9146,-1744,33676,4304,60,4676,113837,113324,66760,-7936,-19840,110084,-2268,-183100,-171374
2013:Q4,1248693,636,247470,836931,643669,164812,-1608,30058,392,163264,1389999,150595,397666,374282,23384,88811,22016,362978,-3186,332984,170519,171004,-1076,-7463,-4812,-27964,4300,364,16820,60896,8460,-33884,-5160,-20308,31276,3192,367932,-141306
2014:Q1,1987012,1024,981175,1153246,736800,382956,-8980,42469,-468,-147964,1502435,535435,-101122,-186054,84932,140521,29188,664882,2068,738192,282688,448188,3020,4295,16212,25252,5156,364,-3896,-34722,-134488,12964,-404,1984,36200,0,233532,484577
2014:Q2,563700,856,-53966,814501,598922,178212,10892,26476,-5572,-192120,1171442,651631,231561,146673,84888,-159065,16545,131818,-796,75378,23138,64904,1528,-14192,4244,-4872,5160,360,-5976,38717,7488,-8752,2716,8516,-6596,16232,298952,-607742
2014:Q3,1441745,832,679613,479220,482852,-28340,-6964,31672,1068,281012,1203827,401400,-15820,-100900,85080,180658,32710,476323,110,270414,130284,164940,-2488,-22322,4200,12856,5160,364,912,-15669,158004,-19360,1336,9448,48248,300,128556,237918
2014:Q4,-1251269,520,-483150,-94083,518686,-720076,43620,63688,-992,-673564,-631104,181127,317065,231681,85384,66010,35085,-727755,5638,-729991,131334,-880844,532,18987,-352,-10432,5160,-20,14920,-10250,-106008,12464,1588,-19780,102952,6356,-502636,-620165
2015:Q1,846690,1480,70699,1016171,1120675,-129212,-17280,41988,4376,-246036,266495,898833,-54082,-72398,18316,-299600,10139,-241043,-4196,38389,199655,-160660,1596,-2202,92,172,-2444,-24,-132,-150292,-51612,2556,2320,23596,-99464,-4,-47752,580194
2015:Q2,-955545,1316,-209744,-257158,-218016,-107264,20972,47150,-3676,-486284,-169501,678421,-7521,-26133,18612,505363,26718,-1080913,1264,-864317,-662182,-210856,1916,6805,-21328,-32968,-2448,-20,18916,-66192,-45388,14224,-2668,-14272,-104172,38456,-291568,-786045
2015:Q3,-174282,1308,-158006,323179,412714,-142524,-5972,58961,-3944,-336820,-143378,444656,143672,124860,18812,-154131,-2237,-413543,2026,-307616,-108845,-203688,-2988,7905,16380,45484,-2440,-20,-10280,-147641,24312,13604,5224,5832,-52912,-5496,-161796,-30904
2015:Q4,-597266,960,-499494,193968,679564,-597256,-4112,115772,1120,-293820,-125882,593222,148463,129639,18824,362124,-12555,-1144379,804,-879245,-210688,-667840,-1312,595,-6344,28228,-2452,-100,-524,-227087,-26276,-28392,-7316,-37900,26040,16184,-72756,-471384
2016:Q1,1848687,636,899213,950962,879881,3956,23944,43181,-1016,-1108,1190503,623152,35627,-45461,81088,120761,27709,482611,-8760,455420,333004,119548,2592,276,-5836,-2672,-3384,-100,-7824,-47673,-21972,63624,5200,19236,-13084,50436,-99356,658184
2016:Q2,398406,1268,-118481,542323,407538,74500,-11796,72081,1528,-28232,1078405,528846,233359,169187,64172,132232,21136,-254189,11384,-200645,-337956,128580,516,8215,16040,46780,-3380,-96,14700,-123960,38696,-179340,-784,12348,102256,11812,417020,-679998
2016:Q3,55045,1308,-423117,584190,1155119,-684220,732,112559,476,-107812,-37778,1227020,471181,392409,78772,-4825,-5106,-1480580,18500,-521907,85948,-654960,5336,41768,-32196,-22676,-3384,-100,-7980,-930536,-10940,-25620,-1232,40352,20368,-3228,-245468,92822
2016:Q4,-730170,664,-543727,-21623,-75238,-50700,20132,84183,-2764,-162720,-437290,204851,264517,196521,67996,19645,12716,-830227,-6936,-510516,-484656,21348,-4876,-42332,-7260,-51872,-3388,236,10568,-183439,38976,-13036,-6744,-19436,-98460,21080,-108792,-292880
2017:Q1,2839549,980,826435,1680558,1012582,582000,3020,82956,1780,329796,1979481,864659,133549,20781,112768,-1027470,-7379,1628801,-928,1525703,811524,712620,3076,-1518,3824,4460,8316,240,-22816,99015,-29296,-28096,-3368,30992,-84000,124756,387320,860068
2017:Q2,387107,820,-261088,180379,73606,40688,960,65125,3216,463780,709440,235394,210023,90467,119556,316664,11597,-349846,-8196,-422252,-345605,-74172,3856,-6331,428,33428,8308,236,-18396,-30026,-33832,-10364,-2112,-26660,129448,30144,285608,-322334
2017:Q3,1565332,756,376633,760499,560910,172804,-29648,56433,-5536,432980,1559697,493356,450259,330699,119560,-81466,6294,484574,2188,328245,43663,274520,6720,3342,39764,1676,8308,240,2328,132309,21264,-9952,-1776,-3032,-34508,-2480,206680,5635
2017:Q4,-261395,824,-314395,42540,93374,-121028,8212,61982,-660,10296,-190012,136650,-55011,-174587,119576,105862,36144,-531917,32936,-478800,-114658,-359208,-1616,-3318,-26932,32612,8312,-200,-4136,-44962,51192,14088,240,-2268,-86088,-27912,118260,-71383
2018:Q1,2281154,544,1187023,1028655,824335,121720,10308,72292,1796,63136,1665571,784946,343491,284251,59240,447595,-3372,82670,-28028,430599,346146,91144,6936,-13628,5260,-21580,-10064,-204,1340,-128789,-98492,-20656,-2336,22616,-85320,18324,10240,615583
2018:Q2,-1164002,400,-621527,-156864,-7217,-219468,12412,57409,-656,-385356,-736426,340008,182128,122820,59308,163418,-9441,-1286187,-14408,-1323516,-842622,-470640,6224,-16479,26716,28264,-10064,-200,-1828,38289,54772,-59592,-884,-37084,41324,-27976,-126352,-427576
2018:Q3,-24718,296,-242303,241517,400492,-191548,-6808,39381,644,-24872,-415643,-289575,100888,41624,59264,186425,5927,-372916,-5648,-452523,-80955,-343316,-15644,-12609,-28780,-44704,-10060,-200,-1556,72959,30892,23804,11820,-11356,44620,-2184,-46392,390925
2018:Q4,79978,284,-839562,809504,668730,65992,-304,75085,-2700,112452,26870,199109,196760,137496,59264,-83466,7982,-631199,16304,-761595,-608090,-155380,-3200,5075,-9956,35992,-10064,-160,-6024,81540,12876,-13116,-5956,54960,-45068,19068,337684,53108
2019:Q1,1067121,412,-22822,814315,549815,160852,-2792,106441,3076,272140,735269,605126,61990,12574,49416,-76392,24233,192464,-11632,261222,219588,2780,1948,36907,8612,-5436,-8112,-156,5696,67154,-35668,-9000,-1220,-69808,32740,-41928,-72152,331852
2019:Q2,-341733,260,-775331,545922,613180,-149168,12536,69373,2468,-115052,203862,220116,518194,468786,49408,-274946,28963,-274342,-5252,-612234,-455690,-166752,-5540,15748,34304,27940,-8116,-156,27732,149980,11536,-3132,7696,40440,55224,-304,-14124,-545594
2019:Q3,1664213,256,540258,1014927,909617,-3280,20716,87874,7308,101464,1518874,284041,617894,568530,49364,431306,23836,60937,4162,37872,140920,-110020,9132,-2161,17824,38396,-8112,-160,21620,-10285,-21684,-11280,1896,440,-55784,46032,100860,145340
2019:Q4,1981423,308,592323,1125272,588096,404160,-5700,138716,-1476,264996,2009030,1284489,-282254,-331562,49308,-57694,26700,718553,10942,704992,306494,380056,-11008,29450,8872,-44120,-8116,160,-20548,39955,19624,-8844,1300,24892,6572,-17128,319236,-27607
2020:Q1,14169014,436,5455187,6487643,5016922,1344460,10068,116193,18596,2207152,13253073,1392280,2049038,1820286,228752,639709,70225,6869339,1722068,3862257,2590536,1191736,15840,64145,-13868,199872,-1872,156,-2592,-166906,430112,67760,32736,147008,190788,401820,2232484,915940
2020:Q2,10166178,304,6133958,5060716,5059142,-542516,36172,507918,2960,-1031760,11036702,4459600,1769428,1285472,483956,4860297,130798,615620,-496922,1234040,1815633,-812648,21500,209555,41580,19644,-1872,156,-12116,-136938,-294724,68220,-12196,-92072,394276,-95456,-799040,-870524
2020:Q3,-27055,472,159092,413705,638226,-428060,11096,192443,-3468,-596856,-211931,1492303,-274094,-292870,18776,169409,68446,-1497355,-881720,-201211,-117758,-112508,8688,20367,-32264,-67672,-1872,156,4080,-144488,-72732,-59692,2984,-20124,-46724,23924,-170640,184876
2020:Q4,3113152,324,1051363,1900585,1826999,-192540,-1048,267174,1656,159224,2887529,2311761,-392807,-712383,319576,-334358,55551,1148338,-108900,1185927,1300397,-221048,-5956,112534,14780,-18264,-1872,516,27768,-122420,140540,-9552,-152,17964,-24152,46156,99044,225622
2021:Q1,5020309,300,1119932,3454565,2669133,429324,41112,314996,9204,436308,4757735,3126551,501568,421428,80140,-2247746,79192,3176682,-76576,3044418,2010122,927416,-628,107507,36100,-37984,5032,516,-14936,162801,239268,-10740,-3736,-6312,-299884,138716,121488,262574
2021:Q2,-1026618,224,-1871466,1039376,1165799,-285028,30396,128209,-8260,-186492,-621402,1354881,268388,149460,118928,-1044142,166700,-1242129,-7016,-789074,-668162,-104844,34840,-50908,-12924,61076,5032,516,3296,-196975,-344840,8480,1476,-16976,-4208,50008,-125100,-405216
2021:Q3,786380,352,-1249515,2310867,1817779,349944,-33516,176660,-104,-275220,775557,935840,704112,541692,162420,-2652205,65225,1282732,-100398,1252281,806468,428048,-3176,20941,56744,-23876,5028,516,23252,35777,71356,9080,-4636,18156,-104916,44368,439852,10824
2021:Q4,2246053,612,49388,2001600,1903953,-75988,-17440,191075,-4988,199440,2045466,1590248,429488,96652,332836,655822,29315,-1038391,-956,-845921,-407680,-441488,-2344,5591,10108,-33088,5028,-908,-12244,-85578,-94220,-66800,1660,14112,15820,54596,378984,200587
2022:Q1,2754509,-24,1051600,1617454,923215,589420,-28472,133290,-784,86264,2520869,957410,301921,241541,60380,1165905,30614,-501189,-29906,-269911,-789659,672500,-34108,-118644,-76612,-33384,-5220,-908,-10956,102868,-36964,-120424,-580,23872,-121712,78648,566208,233640
2022:Q2,-2281447,728,-1870845,-611834,-1010907,342472,856,55746,-3236,203740,-2186971,341992,-757998,-818434,60436,574848,-16181,-2271968,2422,-2311028,-1979167,-162468,-5976,-163418,-22864,14720,-5220,-908,5704,-1382,18624,-10972,-2616,13636,104732,-76816,-57664,-94476
2022:Q3,-1591920,728,-1257521,-384187,-730247,263168,21232,61660,-5232,54292,-1673828,-672737,-173291,-233811,60520,-721935,-28618,-344208,9932,-441435,-517090,183552,-22064,-85833,1404,4976,-5228,-908,-14120,117067,-25172,-40788,7092,12592,96176,-65796,266960,81908
2022:Q4,-2646875,728,-1461958,-1030949,-1085785,90280,-26244,-9200,-6500,-148196,-2403714,-1966157,860860,800404,60456,-849205,23525,-501029,-10870,-789610,-410452,-311904,-1260,-65994,8648,-1720,-5228,188,27256,-28281,134964,12432,-6652,-17432,199436,-24160,28292,-243160
2023:Q1,1175065,728,1022090,106243,-260574,317148,9916,39753,19056,26948,806098,-1762295,-40338,-125634,85296,-897454,4870,3152746,1236486,1777036,1262359,504528,2316,7832,-11020,9896,-1820,192,-21244,142877,26888,12452,6048,-64552,54840,-15332,348568,368967
2023:Q2,36874,728,599803,-324453,-272507,-50528,1532,-2949,-7260,-231944,549121,174921,123959,81919,42040,971473,35316,-617072,-168538,-441591,-524695,79136,10524,-6556,18716,50804,-2492,188,5436,96797,-21436,14468,-6904,16260,-78644,-100136,-139476,-512246
2023:Q3,506530,2812,608295,-388925,-391891,-32244,664,34546,-232,284580,581667,-522271,411392,388416,22976,847632,-21739,-210530,-320026,260120,66143,184712,-11104,20370,-30024,-49060,-1968,188,13660,165888,-18924,3712,-368,-26532,-111604,-95592,77184,-75137
2023:Q4,1383474,728,848244,408466,164424,190912,280,52850,-424,126460,1235988,-333615,85878,47902,37976,344681,57369,461066,-242676,362088,462050,-163684,420,63302,53872,88136,-1340,304,-24372,6662,-70140,49356,-1428,-7216,218264,29556,620608,147487
2024:Q1,2284173,728,867749,1173556,848826,270260,-38532,93002,-1260,243400,1987269,644563,259047,167971,91076,207603,55836,870513,14648,781321,416567,289560,-4524,79718,-9824,-1160,-1944,304,40672,205751,-102552,-42100,952,-6144,1648,-11060,-50292,296904
2024:Q2,-1263454,728,-853653,-498901,-430733,-84312,660,15484,-32,88404,-1123700,-67573,228602,188270,40332,96584,-24142,-1336339,-94312,-1072186,-801760,-233100,244,-37570,-5916,-1112,-2096,304,22820,-214533,128140,-33180,-2796,-28864,-1072,-31536,-20832,-139754
2024:Q3,-85194,428,-421417,414438,422422,-78776,-6296,77088,4440,-83084,-262313,130299,308380,255948,52432,229429,-11937,-581241,-140500,-751350,-249740,-518320,260,16450,18220,56352,-2888,308,14888,63108,-9748,28048,2884,24308,75140,39988,-337244,177119
2024:Q4,-332933,64,-643568,512495,268913,104344,9948,129290,1572,-203496,-688578,251567,376175,315875,60300,-741702,39651,-760160,-283288,-326294,6849,-325632,2368,-9879,6056,-24832,-2564,304,5952,-161447,5480,-9060,-1480,7092,8344,15576,145892,355645
2025:Q1,1714434,-384,-178086,1638448,854929,674596,-11628,120551,756,253700,1697851,749201,-63792,-115644,51852,-1104193,39435,1347428,-21775,1080623,231443,838832,16,10332,-13708,-14772,-2612,304,23336,242512,1096,13140,948,1532,-52608,89412,729772,16582
