date,FA216010105.Q,FA216210001.Q,FA216240001.Q,FA216231001.Q,FA216601001.Q,FA216150105.Q,FA216403105.Q,FA216402101.Q,FA216900005.Q,FA216901001.Q,FA216404001.Q,FA216403001.Q,FA216130001.Q,FA216402001.Q,FA216006005.Q,FA216300001.Q,FA215440005.Q,FA216000105.Q,FA215090005.Q,FA215019001.Q,FA215420003.Q,FA215000005.Q,FA214090005.Q,FA213020005.Q,FA213030000.Q,FA213034003.Q,FA212051003.Q,FA214022005.Q,FA213069103.Q,FA213061103.Q,FA213061703.Q,FA213062003.Q,FA213063003.Q,FA214023005.Q,FA213065005.Q,FA213069200.Q,FA213064103.Q,FA213064203.Q,FA213070003.Q,FA213078005.Q,FA213093003.Q,FA214190005.Q,FA213162005.Q,FA213162400.Q,FA213162200.Q,FA213169203.Q,FA213170003.Q,FA223073045.Q,FA217005005.Q
1961:Q1,46109,4347,32920,1160,484,1379,4609,1210,44043,35581,4852,0,3610,0,2066,4683,-3507,10256,8710,15355,952,-7597,668,-2280,940,0,1020,552,0,-632,948,236,0,244,244,0,0,0,-12,60,144,8265,5380,1036,4344,200,992,1693,1546
1961:Q2,47247,4484,33443,1244,468,1420,4962,1226,45370,36580,4920,0,3870,0,1877,4752,-3171,9800,8986,14501,982,-6497,1104,-1344,1356,0,-316,848,0,1460,-684,72,0,276,276,0,0,0,328,44,-88,7601,3952,-716,4668,452,972,2225,814
1961:Q3,48291,4646,34096,1320,496,1428,5067,1238,45922,36821,5032,0,4069,0,2369,4820,-3199,10388,12486,15004,1007,-3525,6244,1544,992,0,2224,740,0,-624,1432,-68,0,284,284,0,0,0,480,120,-140,9769,6192,688,5504,152,980,2445,-2098
1961:Q4,49286,4747,34769,1436,520,1441,5126,1247,46814,37443,5124,0,4247,0,2472,4900,-3283,10655,8694,16148,1027,-8481,1580,1968,344,0,-2444,856,0,848,184,-176,0,264,264,0,0,0,432,136,24,10061,5988,-64,6052,100,1036,2937,1961
1962:Q1,50385,4850,35476,1488,524,1477,5327,1243,47592,37943,5220,0,4429,0,2793,4998,-3446,11237,9422,15833,1030,-7441,2412,-320,2192,0,384,-252,0,-104,56,-204,0,260,260,0,0,0,32,88,28,9853,6644,724,5920,340,1032,1837,1815
1962:Q2,51069,4960,35958,1472,540,1543,5329,1267,48231,38441,5312,0,4478,0,2838,5095,-3611,11544,9331,15857,1047,-7573,1920,-356,1016,0,-164,1176,0,976,332,-132,0,260,260,0,0,0,232,-28,-216,9493,4932,-396,5328,644,1032,2885,2213
1962:Q3,52184,5103,36516,1520,556,1588,5589,1312,48801,38814,5348,0,4639,0,3383,5175,-3341,11899,16263,16219,1065,-1021,7876,1500,244,0,3648,1660,0,1444,364,-148,0,252,252,0,0,0,716,20,-164,8897,4640,-976,5616,208,1056,2993,-4364
1962:Q4,52829,5191,37054,1528,572,1544,5567,1373,49636,39488,5480,0,4668,0,3193,5273,-3702,12168,7811,16478,1086,-9753,1328,-456,488,0,-1784,2664,0,2304,636,-276,0,232,232,0,0,0,312,28,-156,11081,5588,604,4984,824,1068,3601,4357
1963:Q1,53631,5269,37613,1540,596,1541,5617,1455,50647,40294,5572,0,4773,8,2984,5355,-3857,12196,13198,17223,1110,-5135,4368,244,3208,0,-1868,2292,0,3800,-1188,-320,0,216,216,0,0,0,140,40,96,9503,4908,-492,5400,244,1108,3243,-1002
1963:Q2,54798,5303,38266,1648,624,1615,5826,1516,51680,41104,5664,0,4900,12,3118,5457,-3982,12557,9022,17264,1137,-9379,1248,-1260,832,0,4,1148,0,1164,220,-236,0,192,192,0,0,0,284,148,-100,10627,6908,1668,5240,84,1116,2519,3535
1963:Q3,56314,5497,39143,1692,640,1677,6101,1564,52727,41934,5728,0,5053,12,3587,5548,-4230,13365,18921,18117,1164,-360,8504,1064,1176,0,4016,1380,0,2272,-700,-192,0,188,188,0,0,0,600,92,-12,8864,4052,-412,4464,408,1160,3244,-5556
1963:Q4,57401,5587,39778,1732,656,1715,6348,1585,53980,42863,5824,0,5277,16,3421,5665,-4499,13585,9694,18473,1193,-9972,-92,3696,1356,0,-6996,992,0,-2608,3808,-208,0,192,192,0,0,0,832,32,-196,9880,5092,1020,4072,196,1184,3408,3891
1964:Q1,59236,5763,40691,1828,664,1827,6859,1604,55165,43853,5976,0,5324,12,4071,5761,-4279,14111,13375,18617,1230,-6472,2256,2180,884,0,-792,68,0,760,-480,-212,0,224,224,0,0,0,-268,128,-168,8728,5104,692,4412,-16,1204,2436,736
1964:Q2,60281,5999,41406,1828,672,1954,6802,1620,56393,44768,6088,0,5525,12,3888,5859,-4645,14392,11433,19421,1252,-9240,1404,-5520,1684,0,3772,792,0,-232,1176,-152,0,240,240,0,0,0,436,28,-28,10644,6612,1660,4952,300,1248,2484,2959
1964:Q3,61204,6215,42397,1872,688,1906,6491,1635,57217,45634,6196,0,5379,8,3987,5957,-5083,15027,19855,19551,1269,-965,10772,4100,2116,0,1376,2004,0,1388,688,-72,0,232,232,0,0,0,816,72,56,11737,6596,936,5660,392,1264,3485,-4828
1964:Q4,62271,6359,42886,1848,704,1957,6868,1649,58537,46677,6356,0,5496,8,3734,6064,-4877,14675,11303,19507,1281,-9485,2328,4288,2192,0,-8408,2888,0,2160,736,-8,0,212,212,0,0,0,1144,-52,64,11813,6168,-244,6412,368,1276,4001,3372
1965:Q1,63449,6460,43816,1876,724,2089,6818,1666,59954,47811,6464,0,5671,8,3495,6211,-4790,14496,15201,19721,1275,-5795,4952,-2756,2384,0,3640,1312,0,1056,264,-8,0,200,200,0,0,0,252,76,-156,10747,6768,-36,6804,236,1300,2443,-705
1965:Q2,65203,6547,44688,1940,752,2236,7367,1673,61516,49017,6612,0,5871,16,3687,6364,-4718,14769,12678,20676,1285,-9283,3812,-3480,1128,0,3392,1824,0,1560,320,-56,0,192,192,0,0,0,668,40,48,13095,8024,1716,6308,528,1352,3191,2091
1965:Q3,66705,6621,45792,1980,764,2186,7695,1667,63031,50376,6720,0,5915,20,3674,6495,-4662,14831,22456,21909,1299,-752,12668,3084,3272,0,2156,2864,0,3092,-156,-72,0,180,180,0,0,0,884,80,148,13420,7544,968,6576,256,1420,4200,-7625
1965:Q4,68224,6756,46832,2112,792,2281,7804,1647,64422,51569,6808,0,6017,28,3802,6638,-4818,15258,14382,22353,1317,-9288,3276,844,2712,0,-4988,3212,0,3056,244,-88,0,184,184,0,0,0,1248,112,-48,12564,6612,-176,6788,232,1452,4268,876
1966:Q1,71116,7134,47525,2256,800,2495,9299,1607,66383,53124,7032,0,6199,28,4733,6788,-5058,16579,18543,22706,1352,-5515,5404,1992,112,0,1772,1132,0,1244,-8,-104,0,180,180,0,0,0,52,156,8,10919,6652,-56,6708,184,1480,2603,-1964
1966:Q2,73401,7567,48223,2256,816,2552,10405,1582,68438,54574,7508,0,6332,24,4963,7019,-5115,17097,14728,23075,1368,-9715,4000,-1388,2372,0,1060,1016,0,2044,-940,-88,0,188,188,0,0,0,536,-44,260,13715,8176,2084,6092,348,1512,3679,2369
1966:Q3,75376,8018,49228,2232,828,2690,10807,1573,70461,56148,7724,0,6565,24,4915,7186,-5237,17338,22713,23385,1379,-2051,8148,-168,1912,0,6832,-1444,0,-392,-1024,-28,0,172,172,0,0,0,900,-68,12,10199,4912,120,4792,1188,1540,2559,-5375
1966:Q4,76881,8385,50072,2176,840,2735,11105,1568,72587,57717,8220,0,6630,20,4294,7371,-5166,16831,13335,24749,1385,-12799,-1204,1724,708,0,-3612,-1536,0,-604,-984,52,0,160,160,0,0,0,1076,-24,300,11595,5204,496,4708,788,1608,3995,3496
1967:Q1,78409,8319,50676,2580,852,2792,11625,1565,73779,58816,8368,0,6571,24,4630,7519,-5111,17260,17912,25837,1362,-9287,2804,864,6116,0,-3140,-1044,0,72,-1148,32,0,136,136,0,0,0,-528,380,20,12091,5744,376,5368,40,1668,4639,-652
1967:Q2,79925,8294,51672,2576,868,2792,12162,1561,75945,60205,8948,0,6768,24,3980,7643,-4243,15866,15457,25688,1371,-11602,2624,-1432,3544,0,-80,-228,0,-448,208,12,0,104,104,0,0,0,576,-24,164,14226,8184,2672,5512,200,1676,4166,409
1967:Q3,82547,8677,53542,2600,888,3107,12184,1549,79079,62168,9524,0,7359,28,3468,7850,-5331,16649,20871,25250,1386,-5765,8660,2580,640,0,3836,804,0,120,720,-36,0,108,108,0,0,0,812,0,-120,14425,7968,2736,5232,424,1676,4357,-4222
1967:Q4,85984,9010,55202,2744,900,3314,13285,1529,82027,63973,10088,0,7938,28,3957,8051,-5667,17675,15114,26112,1405,-12403,-208,932,-580,0,-2812,608,0,-1164,1780,-8,0,112,112,0,0,0,1452,144,-64,12195,6708,1508,5200,36,1728,3723,2561
1968:Q1,88328,9732,57211,3244,916,3345,12381,1499,84814,66330,10616,0,7840,28,3514,8329,-6712,18555,19273,27010,1488,-9225,5048,-2380,1996,0,2452,2516,0,-1688,4364,-160,0,164,164,0,0,0,-320,544,76,14273,6748,1104,5644,228,1788,5509,-718
1968:Q2,92026,10273,58720,3304,924,3387,13934,1484,87727,68246,11364,0,8089,28,4299,8507,-6296,19102,20025,28237,1465,-9677,4940,2100,1412,0,-2676,2712,0,-68,2544,236,0,184,184,0,0,0,1132,104,-28,14617,7388,204,7184,380,1860,4989,-923
1968:Q3,93711,10845,60429,3308,952,3497,13204,1476,90479,70418,11680,0,8353,28,3232,8628,-7165,19025,25837,28414,1402,-3979,11136,-4656,5172,0,4676,4536,0,844,3672,20,0,204,204,0,0,0,1452,8,-256,15115,7564,-1720,9284,172,1896,5483,-6812
1968:Q4,96381,11358,61780,3384,976,3675,13757,1451,93556,72746,12124,0,8662,24,2825,8935,-7191,18951,13422,28852,1301,-16731,2488,2292,4292,0,-10568,4780,0,1648,3044,88,0,216,216,0,0,0,1524,84,-132,19219,12072,984,11088,460,1940,4747,5529
